시설명,도로명주소,경도,위도
딸기노래빠,서울 관악구 남부순환로 1588,126.927049375555,37.4836275873394
삼바,서울 관악구 신림동길 7,126.92796621389,37.48728353999
건대더블유,서울 광진구 동일로 166,127.066990978365,37.5469049976707
어우동,서울 광진구 면목로 181,127.08292162518217,37.56930448241365
엘리트 몽골리아,서울 광진구 면목로 111,127.07981633600875,37.56365377546353
써니7080라이브,서울 광진구 구의로 58,127.090411738802,37.5431151031466
슈퍼스타노래타운 1호점,서울 광진구 아차산로25길 8,127.06669785351345,37.54178028023806
사또7080라이브,서울 광진구 천호대로 573,127.081874219741,37.5565660273119
초콜렛,서울 광진구 광나루로 343,127.068159074404,37.5484558489066
하루노래주점,서울 광진구 아차산로 413,127.088484250482,37.5379349142013
한강썸라이브,서울 광진구 아차산로76길 32,127.107543330961,37.5470363065794
백마강,서울 광진구 자양로18길 53,127.086390185731,37.5381806357052
송앤푸드,서울 광진구 아차산로78길 165,127.1088946745,37.5479558885085
쎄시봉,서울 광진구 광나루로 508,127.08596442900054,37.54479788685375
술마시는 힐링노래방,서울 광진구 아차산로78길 177,127.108260342791,37.5475239925548
피터팬노래하는소주방,서울 광진구 능동로 171,127.07324231136468,37.54610750567553
이위제7080라이브,서울 광진구 뚝섬로 635,127.080282611663,37.5319536261107
카라노래바,서울 광진구 동일로 168,127.066996756533,37.5470392432045
콘서트7080,서울 광진구 자양로18길 14,127.084285995584,37.5374847822229
비타민,서울 광진구 광나루로 341,127.06790791204462,37.548520865512636
가희,서울 광진구 자양로13길 22,127.08273117565098,37.53526311392657
남행열차,서울 광진구 군자로 183,127.078258749593,37.5570171756512
뉴르네상스,서울 광진구 용마산로 40,127.088304403669,37.55716866541
탑노래방,서울 광진구 긴고랑로 34,127.079953606945,37.5628905387834
벤틀리,서울 광진구 자양로18길 26,127.08510989874723,37.53765988632628
칭구라이브,서울 광진구 동일로72길 4,127.077883368391,37.5660634286939
멜론노래,서울 광진구 아차산로 455,127.092741680172,37.5395309222451
님프노래방,서울 광진구 능동로19길 41,127.07146341548,37.5472582701404
무쏘,서울 광진구 면목로 170,127.082666885199,37.5682324765806
샐리,서울 광진구 뚝섬로 608,127.07719462355526,37.5326080096437
리치술마시는노래방,서울 광진구 아차산로78길 182,127.107915302514,37.5475945862725
월드7080,서울 광진구 뚝섬로 596,127.075955014976,37.5329953427995
콜미,서울 광진구 용마산로 16,127.088614268067,37.5550564956709
슈퍼스타노래타운 2호점,서울 광진구 아차산로25길 13,127.066710500194,37.5420046219848
산타페노래방,서울 광진구 능동로35길 18,127.078050468848,37.5569812736309
슈퍼모델미인클럽,서울 광진구 동일로 164,127.0669455716,37.5467455466341
술마시는뮤직노래방,서울 광진구 구의로 72,127.090724503576,37.5444267180105
아지트,서울 광진구 자양로 71,127.084190670296,37.5342142188051
단란노래방주점,서울 광진구 아차산로 385,127.085492949506,37.5372082085664
에이스노래장,서울 광진구 동일로 36,127.060989208215,37.5361097693683
앵콜노래방,서울 광진구 아차산로40길 9-1,127.07860447431501,37.53705441853639
해피,서울 광진구 면목로 96,127.079348408541,37.562143120112744
별과음악사이,서울 광진구 긴고랑로 50,127.081663212099,37.5623280479527
호프필그리스,서울 광진구 답십리로 364,127.080764279818,37.5715287329548
테스노래장,서울 광진구 동일로 88,127.063308896772,37.5404018142154
파라곤노래방,서울 광진구 군자로 69,127.070664209642,37.5493490677786
쎄시,서울 광진구 광나루로 347,127.068649020171,37.5484024061654
레이스 노래빠,서울 구로구 시흥대로 551,126.900492870109,37.4826396218432
플레이노래타운 구디점,서울 구로구 디지털로32길 97-33,126.901135478787,37.4840457342806
7080라이브아리랑,서울 구로구 구로동로12길 7,126.88539546126,37.4871156649624
원투쓰리성인콜라텍,서울 구로구 디지털로32나길 35,126.900867744453,37.4847266721213
봉주르라이브7080,서울 구로구 개봉로 124,126.856748808689,37.4967657204019
티파니,서울 구로구 디지털로32길 97-21,126.900877956307,37.4838436926772
수박노래빠,서울 구로구 경인로 174,126.840655012301,37.4944439398723
노래하는7080,서울 구로구 경인로23길 8,126.843901093731,37.4968467513319
큐브뮤직타운 노래연습장,서울 구로구 디지털로32길 97-22,126.901291908505,37.4837422252966
궁전노래빠,서울 구로구 경인로 196,126.842932823273,37.4953534022746
애플,서울 구로구 경인로 214,126.84472353446887,37.49614865470346
별밤노래장,서울 구로구 경인로 176-8,126.8405105102854,37.49433021811509
보라보라7080노래타운,,126.84115112026595,37.494594174985366
구디(9D),서울 구로구 디지털로32길 97-10,126.900965798963,37.483250902886
진주노래바,서울 구로구 경인로 228,126.84621711138463,37.49682636274897
영노래연습장,서울 구로구 경인로35길 115,126.85201021237091,37.50152709931539
쉐라톤노래빠,서울 구로구 경인로55길 13,126.877438049525,37.5020553745732
오렌지노래주점,서울 구로구 시흥대로 569,126.90177122366,37.4838038933343
스타노래마당단란주점,서울 구로구 구로동로 13,126.88688869283492,37.48289768372062
황제노래방,서울 구로구 도림로 79,126.892028403063,37.4900862273494
둥지노래바,서울 구로구 개봉로 51-1,126.85578187346296,37.490328655467415
실크로드노래크럽,서울 구로구 경인로47길 44-1,126.865678964229,37.5012632195642
74K노래빠,서울 구로구 도림로 104,126.89452014708,37.4911895090296
뽀빠이노래바,서울 구로구 디지털로32길 97-13,126.900708727101,37.4835651390208
야우노래방,서울 구로구 디지털로32길 97-27,126.901009249712,37.4837392857954
양지노래방,서울 구로구 경인로35길 113-9,126.85166916606,37.5012788951649
보스노래방,서울 구로구 경인로 206,126.84391781241706,37.49587729116594
앙코드 단란주점,서울 구로구 디지털로32길 97-16,126.901170098627,37.4835141683815
대박노래장,서울 구로구 경인로 169,126.840183916511,37.4947622596563
불야성,서울 구로구 구로중앙로 135-3,126.88295060132259,37.499615636358925
청춘7080,서울 구로구 디지털로32가길 1,126.899455436334,37.4831189810375
필노래바,서울 구로구 경인로23길 8,126.844105941398,37.4967677333245
주홍노래바,서울 구로구 경인로 226,126.845873675445,37.496660130122
금노래바,서울 구로구 경인로20나길 6,126.843417116027,37.4952098842079
킹노래방,서울 구로구 디지털로32나길 26,126.90089781770817,37.48421492472261
이오에스,서울 구로구 디지털로33길 12,126.896138993895,37.4865822902427
호박노래장주점,서울 구로구 경인로 169,126.84017799780527,37.49474366906869
별노래방,서울 구로구 구로중앙로19길 27,126.887744852462,37.4940538733018
썬노래바,서울 구로구 디지털로32길 97-39,126.90133307308894,37.48425132933324
구구아리랑,서울 구로구 구로동로 125-4,126.884012824082,37.4899047356036
벤츠타자노래바,서울 구로구 경인로 216,126.844916618289,37.4962885642292
썬노래바,서울 구로구 경인로20길 10,126.84370072082801,37.49532108349219
쿨노래방,서울 구로구 경인로 556,126.879343061699,37.5024276488522
썸앤썸노래방,서울 구로구 경인로20가길 5,126.844005866457,37.4954061813816
명품노래연습장,서울 구로구 우마길 10,126.8878002750449,37.48194889008859
아카데미유랑극단,서울 금천구 남부순환로 1386,126.90473869257661,37.47973826941847
풍차궁노래바,서울 금천구 시흥대로52길 35,126.901833242892,37.4528100804269
호박노래바,서울 금천구 시흥대로 354,126.898013559698,37.4650425893509
킹,서울 금천구 독산로 346,126.903929550228,37.4776905217265
영웅노래바,서울 금천구 시흥대로52길 46,126.9020913232817,37.45337162558129
설탕노래바,서울 금천구 시흥대로52길 39,126.90198999043292,37.45307691035337
궁전 나이트메들리,서울 금천구 독산로 221,126.901538104554,37.4667250631077
미팅노래바,서울 금천구 독산로 131,126.90489720348876,37.45895083631196
여자친구노래바,서울 금천구 가산로 148,126.890866965849,37.4785369394365
꿀물섹시촌,서울 금천구 가산로 34,126.89920535618089,37.47148944182464
카니발,서울 금천구 시흥대로 208,126.901800901037,37.4524784807683
룰루노래바,서울 금천구 시흥대로52길 43,126.901902741227,37.4532489314445
사랑방,서울 금천구 시흥대로 376,126.898132847251,37.4671006012253
에쿠스노래광장,서울 금천구 시흥대로63길 3,126.899356614936,37.4547902255421
썬노래방,서울 금천구 남부순환로 1388,126.90502237924294,37.47981057850929
콘서트7080,서울 금천구 시흥대로56길 17,126.9026743038748,37.45265309876273
부킹노래바,서울 금천구 시흥대로52길 49,126.901842620961,37.4534173709416
여우 노래바,서울 금천구 독산로 364,126.90402699293,37.4792907930458
블루노래방,서울 금천구 디지털로 203,126.888967091352,37.4788838598318
뉴월드,서울 금천구 가산로 155-1,126.889990218879,37.4789145501463
내일로가는7080,서울 금천구 시흥대로124길 6,126.89900540565,37.4697034687731
별노래바,서울 금천구 독산로 358,126.90402208559948,37.478707836233305
보물섬,서울 금천구 범안로 1252,126.900981410168,37.4662776965392
다인7080라이브,서울 금천구 금하로 640,126.9020016929814,37.454502322384
로마7080라이브,서울 금천구 범안로 1256,126.901538628026,37.4663259157177
명월노래빠,서울 금천구 시흥대로 240,126.90070091852498,37.45528331559453
소풍7080라이브,서울 금천구 금하로 632,126.90130525920057,37.45467293525727
타이타닉,서울 금천구 독산로78길 5-14,126.903373713427,37.4703558490258
슈퍼맨,서울 금천구 가산로 149,126.890384217457,37.4785328885315
따봉노래바,서울 금천구 독산로 175,126.90378119741,37.4628922072794
수피아노래바,서울 금천구 독산로 326,126.903725141968,37.4757540862549
썬노래방,서울 금천구 시흥대로123길 7,126.897271811911,37.470164192685
멤버스라이브,서울 금천구 가산로 146,126.891061669894,37.4783677294206
824노래빠,서울 금천구 가산로 147-18,126.8902095062922,37.47817232271857
광화문,서울 금천구 가산로 157,126.889901866049,37.4790288959752
신사리노래타운,서울 금천구 시흥대로52길 51,126.901750821955,37.4536110124246
에이팀바,서울 금천구 벚꽃로 308,126.88307419308997,37.48199746707839
아리조나7080,서울 금천구 금하로 631,126.901300368944,37.4549540471301
궁노래,서울 금천구 시흥대로52길 43,126.901849654072,37.4532245600191
종이연7080단란주점,서울 금천구 시흥대로 228,126.901097886341,37.4542276616054
비서실노래광장,서울 금천구 금하로 613,126.89943488557313,37.45457675216386
7080라이브놀이터,서울 금천구 금하로 639,126.9022296797364,37.45474488363441
원노래바,서울 금천구 남부순환로 1384,126.904474208105,37.4796803913146
궁전노래,서울 금천구 두산로 83,126.897179556022,37.4698424517572
황금노래하는곳,서울 금천구 독산로 351,126.903598792939,37.4781840053556
준코뮤직타운 노원점,서울 노원구 노해로 492,127.062690521257,37.654441486425
슈퍼모델,서울 노원구 노해로77길 14-3,127.0593093087052,37.65489192404238
논다노래타운 노원점,서울 노원구 노해로 490,127.062407181167,37.6544037953957
골드러쉬,서울 노원구 노해로75길 14-22,127.058702749776,37.6545426462921
고구려노래클럽,서울 노원구 노해로 447,127.05774585542211,37.653970093775456
딴따라,서울 노원구 동일로218길 17,127.061774399699,37.6538761527716
크로바,서울 노원구 상계로24길 10,127.06979793949338,37.65783149466527
럭셔리,서울 노원구 노해로 457,127.058791981272,37.654169595152
우수7080라이브,서울 노원구 동일로192길 10,127.073792713546,37.6256999652307
블루라이브7080,서울 노원구 노해로85길 17,127.064890551687,37.6562296474188
별난라이브주점,서울 노원구 화랑로 459,127.07812178844267,37.618748765135635
