시설명,도로명주소,경도,위도
샐몬모텔,서울 광진구 동일로 367,127.07580508336001,37.56370327091182
에스스테이(S-Stay),서울 광진구 아차산로33길 67-4,127.071148432131,37.5432697376704
초원스테이,서울 광진구 동일로22길 28,127.065821203467,37.5421024289672
문모텔,서울 광진구 동일로 440,127.07970705845,37.5694463507777
랑데뷰모텔,서울 광진구 면목로 198,127.083516339251,37.5707159226286
라마모텔,서울 광진구 면목로 183-1,127.082935523178,37.5695882861577
투모텔,서울 광진구 능동로35길 37,127.07697774976107,37.55716217731383
파인힐모텔,서울 광진구 용마산로 192,127.08646851625,37.5707282131781
은하모텔,서울 광진구 능동로19길 53,127.07069742687399,37.547375861068495
영동모텔,서울 광진구 동일로 36,127.06098243571208,37.53612959486945
은성모텔,서울 광진구 자양번영로 31,127.07520437199899,37.53246873766621
헤나모텔,서울 광진구 용마산로 19,127.088035260866,37.555428139728
서울장여관,서울 광진구 긴고랑로 90,127.085419838541,37.5603963563388
엠칼라스,서울 광진구 천호대로 679,127.09089047529,37.5506470844418
천일장여관,서울 광진구 긴고랑로9길 27,127.081241402343,37.5647493156722
영빈장,서울 광진구 용마산로1길 11,127.0876485161128,37.55472474846138
유토피아모텔,서울 광진구 자양로 226,127.087644958444,37.5468545328381
플라워모텔,서울 광진구 광나루로14길 20,127.068485066914,37.5473104910193
정모텔,서울 광진구 면목로 204,127.083575612115,37.5710834866557
리버모텔,서울 광진구 능동로35길 37,127.07701397716,37.5571729656554
대림장여관,서울 광진구 광나루로12길 16,127.067525175748,37.5469938922771
뉴서울장여관,서울 광진구 능동로19길 7-1,127.0733143146,37.5468354680511
황금모텔,서울 광진구 광나루로 517-5,127.086973358235,37.5453990153535
동서여관,서울 광진구 면목로 109-1,127.079822989679,37.5635249285124
신선장여관,서울 광진구 동일로 172-9,127.06761607851,37.5474082996814
동명여관,서울 광진구 능동로51길 44-7,127.08201793089,37.5668715249249
호텔 드가자,서울 성동구 동일로 217,127.0688486670801,37.55138549538368
호텔쁠랑 건대점,서울 성동구 동일로 219,127.06897323478826,37.551476423491714
라스테이,서울 성동구 송정6길 19-1,127.066601057172,37.5487189285327
베르2모텔,서울 구로구 새말로16길 62,126.8918107492467,37.50301006165442
아늑에어호텔 개봉점,서울 구로구 남부순환로95길 38-12,126.856575429194,37.4945886794158
이호텔,서울 구로구 새말로18길 142,126.89213596454404,37.50021003407276
넘버25 신도림점,서울 구로구 공원로6가길 22,126.890995914238,37.5026155732715
노벰버호텔,서울 구로구 공원로6가길 20,126.89107977347847,37.50249851993251
모텔봄 남구로점,서울 구로구 구로동로25길 26,126.882428571307,37.4906780357642
노트호텔,서울 구로구 새말로18길 150,126.892370397838,37.4999750854163
오라모텔,서울 구로구 남부순환로105길 94,126.887975011596,37.4807759427943
피터팬하우스 가산점,서울 구로구 우마길 30-6,126.88878067089843,37.480325298573604
본모텔,서울 구로구 경인로20나길 50,126.841370090814,37.4942520869017
구로JS호스텔,서울 구로구 남부순환로105길 32,126.89100687910114,37.47950655416494
브론즈호텔,서울 구로구 공원로6가길 16,126.891154543161,37.5024102903274
쎄비앙호텔,서울 구로구 경인로22길 37,126.845785061523,37.4963086222128
호텔오아시스,서울 구로구 디지털로32길 97-10,126.90095563269922,37.48324368629755
커넥티드호텔구로,서울 구로구 새말로 20,126.883352881482,37.5020000948471
로얄모텔,서울 구로구 개봉로23가길 2,126.856651478177,37.4956231267694
