학교명,학교급구분,설립형태,소재지도로명주소,위도,경도,변경일자
천호중학교,중학교,공립,서울특별시 강동구 상암로 153,37.54651926,127.139698,2025-10-25
서울진관초등학교,초등학교,공립,서울특별시 은평구 진관4로 78-16,37.64543483,126.9292124,2025-10-25
서울경일초등학교,초등학교,공립,서울특별시 성동구 뚝섬로 332,37.5409419,127.0466051,2025-10-25
서울이수초등학교,초등학교,공립,서울특별시 서초구 방배천로4길 23,37.47837133,126.9844171,2025-10-25
서울송중초등학교,초등학교,공립,서울특별시 강북구 오현로 9,37.61700008,127.0314657,2025-10-25
서울구남초등학교,초등학교,공립,서울특별시 광진구 구의강변로 69,37.53709659,127.0922888,2025-10-25
서울구일초등학교,초등학교,공립,서울특별시 구로구 구일로 68,37.49319187,126.8734727,2025-10-25
서울학동초등학교,초등학교,공립,서울특별시 강남구 선릉로115길 42,37.51226106,127.0395978,2025-10-25
서울남성초등학교,초등학교,공립,서울특별시 동작구 사당로23길 57-14,37.48459498,126.9754874,2025-10-25
서울신남초등학교,초등학교,공립,서울특별시 양천구 남부순환로83길 44,37.51652866,126.8447962,2025-10-25
서울길동초등학교,초등학교,공립,서울특별시 강동구 양재대로116길 69,37.5385062,127.1449729,2025-10-25
경기초등학교,초등학교,사립,서울특별시 서대문구 경기대로9길 10,37.56511029,126.9628606,2025-10-25
서울행림초등학교,초등학교,공립,서울특별시 동작구 솔밭로 47,37.48280761,126.9649643,2025-10-25
중계중학교,중학교,공립,서울특별시 노원구 덕릉로76길 23,37.65563822,127.0752409,2025-10-25
고명중학교,중학교,사립,서울특별시 성북구 북악산로 870,37.59767468,127.0191869,2025-10-25
북서울중학교,중학교,공립,서울특별시 도봉구 도봉로169가길 33,37.68154186,127.0428342,2025-10-25
서울포이초등학교,초등학교,공립,서울특별시 강남구 개포로22길 87,37.47591562,127.0525106,2025-10-25
상봉중학교,중학교,공립,서울특별시 중랑구 상봉중앙로8나길 28,37.60152799,127.0901246,2025-10-25
서울유현초등학교,초등학교,공립,서울특별시 강북구 인수봉로37길 24,37.63234717,127.011421,2025-10-25
혜성여자고등학교,고등학교,사립,서울특별시 노원구 노원로16길 2,37.64055021,127.0736197,2025-10-25
불암중학교,중학교,공립,서울특별시 노원구 한글비석로5길 45,37.64573547,127.0734572,2025-10-25
서울용마초등학교,초등학교,공립,서울특별시 광진구 천호대로113길 10,37.55782735,127.0835274,2025-10-25
서울망우초등학교,초등학교,공립,서울특별시 중랑구 망우로72길 49,37.59873698,127.1038418,2025-10-25
서울숭례초등학교,초등학교,공립,서울특별시 성북구 종암로5길 14,37.59452119,127.0352972,2025-10-25
세화여자고등학교,고등학교,사립,서울특별시 서초구 신반포로 56-7,37.50199646,126.99423,2025-10-25
서울개포초등학교,초등학교,공립,서울특별시 강남구 삼성로4길 30,37.48662512,127.070767,2025-10-25
잠실고등학교,고등학교,공립,서울특별시 송파구 올림픽로33길 71,37.52293043,127.106515,2025-10-25
운현초등학교,초등학교,사립,서울특별시 종로구 삼일대로 460,37.57663053,126.9881575,2025-10-25
신상중학교,중학교,공립,서울특별시 노원구 동일로216길 42,37.65190308,127.0639869,2025-10-25
서울창도초등학교,초등학교,공립,서울특별시 도봉구 방학로 32-28,37.66413487,127.048784,2025-10-25
서울신가초등학교,초등학교,공립,서울특별시 송파구 송이로 75,37.5003628,127.1198778,2025-10-25
언남고등학교,고등학교,공립,서울특별시 서초구 동산로13길 35,37.47233002,127.0430052,2025-10-25
당산서중학교,중학교,공립,서울특별시 영등포구 당산로41길 12,37.53248394,126.8988251,2025-10-25
숭실중학교,중학교,사립,서울특별시 은평구 은평터널로7길 6,37.59327482,126.9024039,2025-10-25
서울원효초등학교,초등학교,공립,서울특별시 용산구 효창원로13길 38,37.53616126,126.9515453,2025-10-25
유한공업고등학교,고등학교,사립,서울특별시 구로구 경인로 8,37.48791416,126.8232907,2025-10-25
선일초등학교,초등학교,사립,서울특별시 은평구 갈현로29길 27,37.62030421,126.9119931,2025-10-25
명덕외국어고등학교,고등학교,사립,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914,2025-10-25
서울신북초등학교,초등학교,공립,서울특별시 마포구 월드컵북로38길 26,37.57110496,126.9053603,2025-10-25
서울청룡초등학교,초등학교,공립,서울특별시 관악구 관악로5길 61,37.47672527,126.9512057,2025-10-25
서울용원초등학교,초등학교,공립,서울특별시 노원구 섬밭로 144,37.62992285,127.0689401,2025-10-25
미림여자고등학교,고등학교,사립,서울특별시 관악구 호암로 546,37.4661018,126.9319279,2025-10-25
서울동의초등학교,초등학교,공립,서울특별시 광진구 영화사로 111,37.55342244,127.0990473,2025-10-25
서울신은초등학교,초등학교,공립,서울특별시 양천구 신정이펜2로 30,37.51391281,126.8321696,2025-10-25
서울양진초등학교,초등학교,공립,서울특별시 광진구 워커힐로 32,37.54457517,127.0983249,2025-10-25
서울연희초등학교,초등학교,공립,서울특별시 서대문구 연희로 136,37.56904593,126.9341423,2025-10-25
서울상암초등학교,초등학교,공립,서울특별시 마포구 월드컵북로 353,37.57633795,126.8923219,2025-10-25
선일여자중학교,중학교,사립,서울특별시 은평구 갈현로29길 27,37.62030421,126.9119931,2025-10-25
삼선중학교,중학교,공립,서울특별시 성북구 동소문로3길 69,37.59174763,127.0078716,2025-10-25
한양대학교사범대학부속고등학교,고등학교,사립,서울특별시 성동구 마조로 42,37.56191884,127.042324,2025-10-25
서울공릉초등학교,초등학교,공립,서울특별시 노원구 동일로173길 12,37.61861443,127.0746314,2025-10-25
문정고등학교,고등학교,공립,서울특별시 송파구 송이로34길 62,37.4851785,127.1266921,2025-10-25
한영외국어고등학교,고등학교,사립,서울특별시 강동구 동남로 832,37.54914056,127.1577731,2025-10-25
서울풍납초등학교,초등학교,공립,서울특별시 송파구 풍성로 43,37.53440483,127.1172037,2025-10-25
대진고등학교,고등학교,사립,서울특별시 노원구 공릉로62가길 47,37.63780685,127.07609,2025-10-25
개운중학교,중학교,공립,서울특별시 성북구 북악산로 935,37.59462665,127.0248421,2025-10-25
청운중학교,중학교,공립,서울특별시 종로구 창의문로 51,37.58916985,126.9710959,2025-10-25
서울증산초등학교,초등학교,공립,서울특별시 은평구 증산서길 61,37.58256527,126.9042764,2025-10-25
광운인공지능고등학교,고등학교,사립,서울특별시 노원구 광운로1길 24,37.61923977,127.0565452,2025-10-25
영란여자중학교,중학교,사립,서울특별시 중랑구 망우로73길 56,37.6031324,127.1053324,2025-10-25
세명컴퓨터고등학교,고등학교,사립,서울특별시 은평구 통일로92가길 33,37.6277708,126.9232499,2025-10-25
광신고등학교,고등학교,사립,서울특별시 관악구 광신길 141,37.4644762,126.9259406,2025-10-25
혜원여자고등학교,고등학교,사립,서울특별시 중랑구 봉우재로58길 39,37.59327987,127.0970427,2025-10-25
서울길원초등학교,초등학교,공립,서울특별시 성북구 길음로15길 55,37.60906464,127.0167996,2025-10-25
서울면목초등학교,초등학교,공립,서울특별시 중랑구 면목로 434,37.5906966,127.0872878,2025-10-25
구의중학교,중학교,공립,서울특별시 광진구 광나루로30길 80,37.5428503,127.0788404,2025-10-25
등원중학교,중학교,공립,서울특별시 강서구 화곡로65길 50,37.55971763,126.8516806,2025-10-25
서울신양초등학교,초등학교,공립,서울특별시 광진구 능동로 42,37.53462395,127.0699953,2025-10-25
서울공덕초등학교,초등학교,공립,서울특별시 마포구 만리재옛길 13,37.54580335,126.9548231,2025-10-25
광진중학교,중학교,공립,서울특별시 광진구 뚝섬로64길 45,37.53221959,127.0901621,2025-10-25
서라벌고등학교,고등학교,사립,서울특별시 노원구 한글비석로5길 18,37.64525653,127.0758406,2025-10-25
서울매헌초등학교,초등학교,공립,서울특별시 서초구 언남길 8,37.47126248,127.0420698,2025-10-25
수명중학교,중학교,공립,서울특별시 강서구 수명로2길 16,37.54856699,126.8240596,2025-10-25
개원중학교,중학교,공립,서울특별시 강남구 영동대로 101,37.49163975,127.0714157,2025-10-25
서울천왕초등학교,초등학교,공립,서울특별시 구로구 천왕로1길 11,37.48145598,126.8370629,2025-10-25
서울상현초등학교,초등학교,공립,서울특별시 동작구 상도로58길 21,37.49487439,126.9526884,2025-10-25
건국대학교사범대학부속중학교,중학교,사립,서울특별시 광진구 자양로 145-1,37.54172407,127.0815971,2025-10-25
신동중학교,중학교,공립,서울특별시 서초구 나루터로 27,37.5169159,127.0129154,2025-10-25
대성고등학교,고등학교,사립,서울특별시 은평구 갈현로29길 51-24,37.62316122,126.9097907,2025-10-25
대동세무고등학교,고등학교,사립,서울특별시 종로구 계동길 84-10,37.58158273,126.9879513,2025-10-25
서울누원초등학교,초등학교,공립,서울특별시 도봉구 마들로 859-44,37.68723271,127.0492672,2025-10-25
배화여자고등학교,고등학교,사립,서울특별시 종로구 필운대로1길 34,37.57954401,126.9672919,2025-10-25
천왕중학교,중학교,공립,서울특별시 구로구 천왕로 63,37.48265442,126.8373336,2025-10-25
서울신현초등학교,초등학교,공립,서울특별시 중랑구 봉화산로 188,37.60581459,127.0935852,2025-10-25
성남중학교,중학교,사립,서울특별시 동작구 대방동길 74,37.50528157,126.9266153,2025-10-25
서울양남초등학교,초등학교,공립,서울특별시 광진구 뚝섬로64길 71,37.53112324,127.0892343,2025-10-25
도곡중학교,중학교,공립,서울특별시 강남구 언주로57길 31,37.49230771,127.0452179,2025-10-25
상계제일중학교,중학교,공립,서울특별시 노원구 덕릉로86길 29-15,37.6610756,127.0780785,2025-10-25
서울흑석초등학교,초등학교,공립,서울특별시 동작구 현충로 87,37.50829272,126.9651701,2025-10-25
삼성중학교,중학교,공립,서울특별시 관악구 신림로3가길 39-24,37.4676059,126.9425132,2025-10-25
서울방배초등학교,초등학교,공립,서울특별시 서초구 방배중앙로13길 26,37.4867641,126.9871924,2025-10-25
서울새솔초등학교,초등학교,공립,서울특별시 중랑구 신내역로1길 164,37.61798909,127.1113284,2025-10-25
서울대치초등학교,초등학교,공립,서울특별시 강남구 양재천로 363,37.49127807,127.0621964,2025-10-25
서울용강초등학교,초등학교,공립,서울특별시 마포구 백범로17길 9,37.54910215,126.9440443,2025-10-25
서울고현초등학교,초등학교,공립,서울특별시 강동구 상일로11길 110,37.55405326,127.1658598,2025-10-25
당산중학교,중학교,공립,서울특별시 영등포구 버드나루로 160,37.53203308,126.907614,2025-10-25
보성여자중학교,중학교,사립,서울특별시 용산구 신흥로3가길 66,37.54308154,126.9842842,2025-10-25
서울목운초등학교,초등학교,공립,서울특별시 양천구 목동동로 235,37.52700952,126.8730442,2025-10-25
서울성서초등학교,초등학교,공립,서울특별시 마포구 성미산로7길 24,37.56059575,126.9109242,2025-10-25
서문여자고등학교,고등학교,사립,서울특별시 서초구 동광로12길 84,37.48891973,126.9845458,2025-10-25
서울동교초등학교,초등학교,공립,서울특별시 마포구 월드컵로25길 86,37.55862448,126.9024006,2025-10-25
서울잠현초등학교,초등학교,공립,서울특별시 송파구 올림픽로37길 109,37.52258587,127.1047786,2025-10-25
서울웹툰애니메이션고등학교,고등학교,공립,서울특별시 서초구 과천대로 852-23,37.46972182,126.9883284,2025-10-25
신목고등학교,고등학교,공립,서울특별시 양천구 안양천로 739,37.51290943,126.8736069,2025-10-25
서울삼일초등학교,초등학교,공립,서울특별시 동작구 사당로23나길 27,37.48823549,126.9751016,2025-10-25
유석초등학교,초등학교,사립,서울특별시 강서구 화곡로69길 9,37.56080588,126.8537249,2025-10-25
신광여자중학교,중학교,사립,서울특별시 용산구 청파로 263,37.54289988,126.9694475,2025-10-25
동명여자중학교,중학교,사립,서울특별시 서대문구 독립문로 49,37.56861542,126.9622529,2025-10-25
서울송원초등학교,초등학교,공립,서울특별시 성동구 동일로43길 9,37.55415927,127.0695262,2025-10-25
충암중학교,중학교,사립,서울특별시 은평구 가좌로5길 5,37.58464029,126.9218095,2025-10-25
선정고등학교,고등학교,사립,서울특별시 은평구 서오릉로20길 19,37.61870451,126.9090316,2025-10-25
중앙여자고등학교,고등학교,사립,서울특별시 서대문구 북아현로11가길 7,37.56317672,126.9540593,2025-10-25
서울외국어고등학교,고등학교,사립,서울특별시 도봉구 덕릉로66길 22,37.64578079,127.0515087,2025-10-25
하나고등학교,고등학교,사립,서울특별시 은평구 연서로 535,37.64163759,126.9369302,2025-10-25
서울고등학교,고등학교,공립,서울특별시 서초구 효령로 197,37.48429306,127.0049019,2025-10-25
중랑중학교,중학교,공립,서울특별시 중랑구 동일로140길 33,37.60535089,127.0807928,2025-10-25
서울정수초등학교,초등학교,공립,서울특별시 성북구 정릉로24길 58,37.60377489,127.0077189,2025-10-25
서울홍은초등학교,초등학교,공립,서울특별시 서대문구 세검정로 105,37.59754027,126.949458,2025-10-25
서울금양초등학교,초등학교,공립,서울특별시 용산구 효창원로 137,37.54094231,126.9618319,2025-10-25
용문중학교,중학교,사립,서울특별시 성북구 고려대로17가길 46,37.58869033,127.0246608,2025-10-25
서울체육중학교,중학교,공립,서울특별시 송파구 강동대로 232,37.52233038,127.1298226,2025-10-25
금천고등학교,고등학교,공립,서울특별시 금천구 시흥대로38길 26,37.44480673,126.9049018,2025-10-25
서울신석초등학교,초등학교,공립,서울특별시 마포구 대흥로 33,37.54453582,126.9377793,2025-10-25
가산중학교,중학교,공립,서울특별시 금천구 시흥대로115길 48,37.46877706,126.8944749,2025-10-25
장위중학교,중학교,공립,서울특별시 성북구 장위로4길 70,37.61129251,127.0408411,2025-10-25
서울문영여자중학교,중학교,사립,서울특별시 관악구 관악로 85,37.47290457,126.9509181,2025-10-25
서울군자초등학교,초등학교,공립,서울특별시 동대문구 한천로6길 21,37.56412232,127.0605233,2025-10-25
서울이태원초등학교,초등학교,공립,서울특별시 용산구 녹사평대로40길 19,37.53647771,126.9876727,2025-10-25
서울상원초등학교,초등학교,공립,서울특별시 노원구 한글비석로54길 119,37.66763033,127.0597173,2025-10-25
휘경중학교,중학교,공립,서울특별시 동대문구 망우로18나길 20,37.58709299,127.0617461,2025-10-25
서울공업고등학교,고등학교,공립,서울특별시 동작구 대방동1길 46,37.50190126,126.9223834,2025-10-25
서울문교초등학교,초등학교,공립,서울특별시 금천구 독산로54길 102,37.46672027,126.9088159,2025-10-25
보성중학교,중학교,사립,서울특별시 송파구 양재대로 1278,37.52008989,127.1357293,2025-10-25
서울연가초등학교,초등학교,공립,서울특별시 서대문구 증가로12가길 49-50,37.5795632,126.9173292,2025-10-25
서울상곡초등학교,초등학교,공립,서울특별시 노원구 노원로38길 34,37.66290401,127.0620747,2025-10-25
삼각산중학교,중학교,공립,서울특별시 강북구 삼양로19길 141,37.61614897,127.0145684,2025-10-25
양서중학교,중학교,공립,서울특별시 양천구 남부순환로 380,37.53262929,126.8291351,2025-10-25
서울불암초등학교,초등학교,공립,서울특별시 노원구 중계로 178,37.65078442,127.0806018,2025-10-25
삼정중학교,중학교,공립,서울특별시 강서구 금낭화로 210,37.5814869,126.8106015,2025-10-25
서울오류남초등학교,초등학교,공립,서울특별시 구로구 서해안로24길 22,37.48968652,126.8391127,2025-10-25
한국삼육고등학교,고등학교,사립,서울특별시 노원구 화랑로 815,37.64335737,127.1088503,2025-10-25
성암국제무역고등학교,고등학교,사립,서울특별시 강북구 도봉로29길 52,37.62041353,127.0239059,2025-10-25
은평고등학교,고등학교,공립,서울특별시 은평구 갈현로15길 47,37.60984462,126.9057368,2025-10-25
예림디자인고등학교,고등학교,사립,서울특별시 구로구 오리로21길 2,37.50035507,126.827683,2025-10-25
보인고등학교,고등학교,사립,서울특별시 송파구 오금로49길 18,37.4975692,127.1395178,2025-10-25
서울청구초등학교,초등학교,공립,서울특별시 중구 다산로 170,37.55911668,127.0137244,2025-10-25
서울언주초등학교,초등학교,공립,서울특별시 강남구 남부순환로363길 19,37.486322,127.036793,2025-10-25
서울인헌초등학교,초등학교,공립,서울특별시 관악구 낙성대로 23,37.47675499,126.9598639,2025-10-25
서울응봉초등학교,초등학교,공립,서울특별시 성동구 독서당로62길 28,37.55025339,127.0338297,2025-10-25
서울신미림초등학교,초등학교,공립,서울특별시 구로구 신도림로 26,37.50714192,126.8795527,2025-10-25
관악고등학교,고등학교,공립,서울특별시 영등포구 영등포로6길 26,37.52179166,126.8829505,2025-10-25
용산중학교,중학교,공립,서울특별시 용산구 두텁바위로 74,37.54600281,126.9809763,2025-10-25
강신중학교,중학교,공립,서울특별시 양천구 남부순환로 604,37.51513716,126.8381601,2025-10-25
서울초당초등학교,초등학교,공립,서울특별시 도봉구 해등로32길 11,37.65862783,127.0219562,2025-10-25
서울공항초등학교,초등학교,공립,서울특별시 강서구 마곡서1로 68,37.56302167,126.8216459,2025-10-25
서울성원초등학교,초등학교,공립,서울특별시 마포구 월드컵로36길 34,37.56698252,126.9050853,2025-10-25
서울묵동초등학교,초등학교,공립,서울특별시 중랑구 동일로138길 27,37.60335949,127.0808272,2025-10-25
서울구현초등학교,초등학교,공립,서울특별시 은평구 갈현로15길 51,37.60984462,126.9057958,2025-10-25
미래산업과학고등학교,고등학교,사립,서울특별시 노원구 덕릉로82길 54,37.65877948,127.0784407,2025-10-25
서울장안초등학교,초등학교,공립,서울특별시 광진구 군자로 74,37.54987645,127.0724025,2025-10-25
서울한서초등학교,초등학교,공립,서울특별시 마포구 대흥로24바길 27,37.55364783,126.9497788,2025-10-25
영일고등학교,고등학교,사립,서울특별시 강서구 등촌로51가길 26,37.54728726,126.8620589,2025-10-25
서울남산초등학교,초등학교,공립,서울특별시 중구 퇴계로22길 17,37.55978374,126.9867556,2025-10-25
숭문고등학교,고등학교,사립,서울특별시 마포구 숭문길 99,37.55087275,126.9457596,2025-10-25
광성고등학교,고등학교,사립,서울특별시 마포구 신수로8길 20,37.54869756,126.9359696,2025-10-25
서울강신초등학교,초등학교,공립,서울특별시 양천구 월정로 280,37.54209971,126.8295837,2025-10-25
숭문중학교,중학교,사립,서울특별시 마포구 숭문길 99,37.55089081,126.9457689,2025-10-25
서울용암초등학교,초등학교,공립,서울특별시 용산구 녹사평대로60길 39,37.54455872,126.9889455,2025-10-25
서울대은초등학교,초등학교,공립,서울특별시 은평구 통일로69길 12-15,37.61236712,126.9258698,2025-10-25
창동고등학교,고등학교,공립,서울특별시 도봉구 노해로62길 7,37.65103577,127.0388191,2025-10-25
한양공업고등학교,고등학교,사립,서울특별시 중구 을지로 299,37.5658716,127.0114433,2025-10-25
이화여자고등학교,고등학교,사립,서울특별시 중구 정동길 26,37.56617664,126.9713244,2025-10-25
연북중학교,중학교,공립,서울특별시 서대문구 연희로36길 32,37.57758095,126.9384801,2025-10-25
서울탑산초등학교,초등학교,공립,서울특별시 강서구 허준로 109,37.56701719,126.8523683,2025-10-25
방학중학교,중학교,공립,서울특별시 도봉구 시루봉로 188,37.66546957,127.030859,2025-10-25
세종과학고등학교,고등학교,공립,서울특별시 구로구 오리로21길 79,37.4975694,126.8273517,2025-10-25
서울동원초등학교,초등학교,공립,서울특별시 중랑구 송림길 114,37.60457824,127.1044913,2025-10-25
서울화계초등학교,초등학교,공립,서울특별시 강북구 솔매로50가길 25,37.62388498,127.0297162,2025-10-25
진관고등학교,고등학교,공립,서울특별시 은평구 진관4로 26,37.64333857,126.9243825,2025-10-25
서울영중초등학교,초등학교,공립,서울특별시 영등포구 양산로 185,37.5241433,126.9036955,2025-10-25
서울문화고등학교,고등학교,공립,서울특별시 도봉구 마들로 598,37.66413143,127.0472858,2025-10-25
서울석계초등학교,초등학교,공립,서울특별시 성북구 한천로58길 273,37.60881368,127.0697321,2025-10-25
상경중학교,중학교,공립,서울특별시 노원구 동일로227길 61,37.66714877,127.0537053,2025-10-25
대광중학교,중학교,사립,서울특별시 동대문구 안암로 6,37.57795467,127.0253235,2025-10-25
서울서이초등학교,초등학교,공립,서울특별시 서초구 서운로 35,37.49156467,127.025618,2025-10-25
서울중광초등학교,초등학교,공립,서울특별시 광진구 긴고랑로13길 59,37.56524214,127.082693,2025-10-25
서울가곡초등학교,초등학교,공립,서울특별시 강서구 공항대로36길 74,37.55570761,126.8361031,2025-10-25
광장중학교,중학교,공립,서울특별시 광진구 광장로1길 1,37.54717752,127.1019276,2025-10-25
자양중학교,중학교,공립,서울특별시 광진구 뚝섬로41길 33,37.53539805,127.074384,2025-10-25
서울청덕초등학교,초등학교,공립,서울특별시 성북구 정릉로9라길 11,37.61203173,127.0003334,2025-10-25
서일중학교,중학교,공립,서울특별시 서초구 서운로21길 2,37.49852986,127.0232207,2025-10-25
수송중학교,중학교,공립,서울특별시 강북구 한천로122길 21,37.63680065,127.0339176,2025-10-25
서울혜화초등학교,초등학교,공립,서울특별시 종로구 혜화로 32,37.58863443,127.0002536,2025-10-25
대원여자고등학교,고등학교,사립,서울특별시 광진구 용마산로22길 26,37.56249619,127.0894052,2025-10-25
성재중학교,중학교,공립,서울특별시 강서구 허준로 36,37.56944938,126.8452953,2025-10-25
서울효제초등학교,초등학교,공립,서울특별시 종로구 대학로 12,37.57268283,127.003491,2025-10-25
서울신창초등학교,초등학교,공립,서울특별시 도봉구 덕릉로60길 93,37.63659186,127.0420843,2025-10-25
서울정덕초등학교,초등학교,공립,서울특별시 성북구 아리랑로 63,37.59823995,127.0134213,2025-10-25
서울대현초등학교,초등학교,공립,서울특별시 강남구 역삼로98길 16,37.50372159,127.0635654,2025-10-25
중앙대학교사범대학부속초등학교,초등학교,사립,서울특별시 동작구 서달로 135,37.50545264,126.9596777,2025-10-25
서울대길초등학교,초등학교,공립,서울특별시 영등포구 대방천로 206,37.49811236,126.9131739,2025-10-25
서울고척초등학교,초등학교,공립,서울특별시 구로구 경서로 31,37.50094829,126.8569791,2025-10-25
서울석촌초등학교,초등학교,공립,서울특별시 송파구 가락로11길 26,37.50263063,127.1052122,2025-10-25
성동공업고등학교,고등학교,공립,서울특별시 중구 다산로 290,37.56936315,127.0172917,2025-10-25
한성고등학교,고등학교,사립,서울특별시 서대문구 북아현로1길 24,37.55909644,126.9544615,2025-10-25
선덕중학교,중학교,사립,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766,2025-10-25
서울방송고등학교,고등학교,공립,서울특별시 성동구 동호로5길 131,37.54777448,127.0110373,2025-10-25
서울신화초등학교,초등학교,공립,서울특별시 도봉구 우이천로 120,37.63319504,127.0408842,2025-10-25
경복여자고등학교,고등학교,사립,서울특별시 강서구 화곡로63길 40,37.55782183,126.8505957,2025-10-25
진선여자고등학교,고등학교,사립,서울특별시 강남구 선릉로85길 27,37.50230289,127.0482866,2025-10-25
서울예술고등학교,고등학교,사립,서울특별시 종로구 평창문화로 70,37.60575682,126.9678907,2025-10-25
국립국악고등학교,고등학교,국립,서울특별시 강남구 개포로22길 65,37.4762308,127.0514732,2025-10-25
서울풍성초등학교,초등학교,공립,서울특별시 송파구 강동대로2길 13,37.52629486,127.1134884,2025-10-25
영신간호비즈니스고등학교,고등학교,사립,서울특별시 노원구 중계로16나길 13,37.65245208,127.083205,2025-10-25
서울화일초등학교,초등학교,공립,서울특별시 강서구 까치산로10길 70,37.54072601,126.8474076,2025-10-25
서울신도림초등학교,초등학교,공립,서울특별시 구로구 신도림로19길 44,37.51198439,126.8832546,2025-10-25
서울우암초등학교,초등학교,공립,서울특별시 서초구 바우뫼로7길 38,37.47229555,127.0237234,2025-10-25
서울자양초등학교,초등학교,공립,서울특별시 광진구 아차산로44길 26,37.53698824,127.0797396,2025-10-25
서울장위초등학교,초등학교,공립,서울특별시 성북구 장월로8가길 41,37.61144251,127.0500064,2025-10-25
서울문현초등학교,초등학교,공립,서울특별시 송파구 충민로 137,37.48279092,127.1302223,2025-10-25
명지중학교,중학교,사립,서울특별시 서대문구 명지2길 56,37.58491135,126.9270902,2025-10-25
서울노원초등학교,초등학교,공립,서울특별시 노원구 동일로230나길 32,37.67359347,127.0584544,2025-10-25
서울등현초등학교,초등학교,공립,서울특별시 강서구 화곡로65길 124,37.56145118,126.8475984,2025-10-25
양정중학교,중학교,사립,서울특별시 양천구 안양천로 1039,37.53538402,126.8877343,2025-10-25
경성중학교,중학교,사립,서울특별시 마포구 성미산로 111,37.56351064,126.9191663,2025-10-25
서울신월초등학교,초등학교,공립,서울특별시 강서구 강서로31길 48,37.54036551,126.8394555,2025-10-25
언남중학교,중학교,공립,서울특별시 서초구 동산로 55,37.47240137,127.0442813,2025-10-25
서울개롱초등학교,초등학교,공립,서울특별시 송파구 문정로 211,37.49736261,127.1398881,2025-10-25
서울공연예술고등학교,고등학교,사립,서울특별시 구로구 오리로22나길 16-26,37.49993066,126.8326087,2025-10-25
대신고등학교,고등학교,사립,서울특별시 종로구 사직로 9,37.57312377,126.9612545,2025-10-25
서울양천초등학교,초등학교,공립,서울특별시 강서구 양천로 329,37.57018817,126.8395397,2025-10-25
경서중학교,중학교,공립,서울특별시 강서구 양천로59길 31,37.56124186,126.857764,2025-10-25
경복초등학교,초등학교,사립,서울특별시 광진구 천호대로130길 58,37.54982961,127.0867934,2025-10-25
노원중학교,중학교,공립,서울특별시 노원구 동일로213길 26,37.64936114,127.059692,2025-10-25
서울압구정초등학교,초등학교,공립,서울특별시 강남구 압구정로39길 29,37.53173911,127.0308441,2025-10-25
온곡중학교,중학교,공립,서울특별시 노원구 노원로 492,37.66058142,127.0643327,2025-10-25
풍성중학교,중학교,공립,서울특별시 송파구 강동대로2길 27,37.52543858,127.1128839,2025-10-25
서울잠동초등학교,초등학교,공립,서울특별시 송파구 올림픽로35길 122,37.51833846,127.099931,2025-10-25
목일중학교,중학교,공립,서울특별시 양천구 목동동로8길 70,37.51354095,126.8740325,2025-10-25
서울대왕초등학교,초등학교,공립,서울특별시 강남구 헌릉로618길 8,37.46462117,127.1055912,2025-10-25
마곡중학교,중학교,공립,서울특별시 강서구 마곡중앙5로 58,37.56790712,126.8214009,2025-10-25
서울창원초등학교,초등학교,공립,서울특별시 도봉구 해등로 103,37.65264409,127.0399799,2025-10-25
서울수명초등학교,초등학교,공립,서울특별시 강서구 수명로1길 84,37.55277267,126.8238445,2025-10-25
태릉중학교,중학교,공립,서울특별시 중랑구 공릉로2길 60-25,37.61253191,127.0834355,2025-10-25
서울백석초등학교,초등학교,공립,서울특별시 강서구 공항대로 491,37.55364765,126.8624258,2025-10-25
계성초등학교,초등학교,사립,서울특별시 서초구 신반포로19길 23,37.5049159,126.9968257,2025-10-25
창문여자중학교,중학교,사립,서울특별시 강북구 월계로 61,37.6134057,127.0357962,2025-10-25
서울삼양초등학교,초등학교,공립,서울특별시 강북구 삼양로49길 17,37.62329558,127.0161491,2025-10-25
서연중학교,중학교,공립,서울특별시 서대문구 연희로11마길 9-6,37.56822527,126.9273336,2025-10-25
서울여자고등학교,고등학교,공립,서울특별시 마포구 백범로25길 34,37.5477805,126.94907,2025-10-25
세곡중학교,중학교,공립,서울특별시 강남구 자곡로 81,37.47198073,127.0918862,2025-10-25
상신중학교,중학교,공립,서울특별시 은평구 증산로15길 61,37.58978547,126.9064249,2025-10-25
서울월정초등학교,초등학교,공립,서울특별시 강서구 월정로 176,37.53499419,126.8362936,2025-10-25
서울문창초등학교,초등학교,공립,서울특별시 동작구 신대방2길 14,37.48898483,126.9148407,2025-10-25
동성중학교,중학교,사립,서울특별시 종로구 대학로 156,37.58496996,127.0030976,2025-10-25
서울쌍문초등학교,초등학교,공립,서울특별시 도봉구 우이천로 360,37.64836383,127.0242911,2025-10-25
서울중원초등학교,초등학교,공립,서울특별시 노원구 섬밭로 316,37.64398229,127.0627832,2025-10-25
방배중학교,중학교,공립,서울특별시 서초구 동광로 144,37.49486827,126.997827,2025-10-25
서울중마초등학교,초등학교,공립,서울특별시 광진구 동일로72길 43,37.56579084,127.0790239,2025-10-25
서울영원초등학교,초등학교,공립,서울특별시 영등포구 도영로22길 31,37.51071936,126.9021825,2025-10-25
서울염동초등학교,초등학교,공립,서울특별시 강서구 양천로73길 17,37.55209548,126.8723509,2025-10-25
