정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB111000361,푸르지오614동앞,37.6494667,126.9315333,2025-10-31,12456,11,서울특별시,경기BIS
GGB111000546,신도초교.은평메디텍고등학교,37.6342333,126.9291167,2025-10-31,12463,11,서울특별시,경기BIS
GGB111000547,동부센트레빌320동앞,37.6341,126.9277667,2025-10-31,12462,11,서울특별시,경기BIS
GGB111000548,두산위브253동앞,37.6343,126.92285,2025-10-31,12461,11,서울특별시,경기BIS
GGB111000549,동부센트레빌324동앞,37.6340833,126.92455,2025-10-31,12460,11,서울특별시,경기BIS
GGB111000550,진관동주민센터.은평우체국,37.6347167,126.91985,2025-10-31,12459,11,서울특별시,경기BIS
GGB111000551,진관동주민센터.은평우체국,37.63455,126.9195833,2025-10-31,12458,11,서울특별시,경기BIS
GGB111000552,하나고.삼천사.진관사입구,37.64255,126.9385333,2025-10-31,12464,11,서울특별시,경기BIS
GGB111000916,아이파크708동앞,37.6451833,126.9264667,2025-10-31,12457,11,서울특별시,경기BIS
GGB111000917,동명여고,37.6160833,126.9245333,2025-10-31,12105,11,서울특별시,경기BIS
GGB111000918,아이파크701동앞,37.6462,126.9283167,2025-10-31,12431,11,서울특별시,경기BIS
GGB111000920,래미안922동앞,37.6441,126.9213167,2025-10-31,12466,11,서울특별시,경기BIS
GGB111000921,롯데캐슬820동앞,37.64395,126.9215333,2025-10-31,12467,11,서울특별시,경기BIS
GGB111000922,두산위브205동앞,37.6342667,126.9266167,2025-10-31,12465,11,서울특별시,경기BIS
GGB111000924,기자촌11단지앞,37.6346333,126.9326167,2025-10-31,12471,11,서울특별시,경기BIS
GGB111000925,세명컴퓨터고등학교(중),37.6253333,126.92,2025-10-31,12016,11,서울특별시,경기BIS
GGB111000926,세명컴퓨터고등학교(중),37.6242,126.9199833,2025-10-31,12015,11,서울특별시,경기BIS
GGB111000927,연신내역.연서시장(중),37.6193167,126.9209667,2025-10-31,12018,11,서울특별시,경기BIS
GGB111000928,연신내역.연서시장(중),37.6183333,126.9218833,2025-10-31,12017,11,서울특별시,경기BIS
GGB111000929,동명여고.천주교불광동성당(중),37.6162667,126.9239333,2025-10-31,12020,11,서울특별시,경기BIS
GGB111000930,동명여고.천주교불광동성당(중),37.6155167,126.9251333,2025-10-31,12019,11,서울특별시,경기BIS
GGB111000931,불광역3.6호선(중),37.6126833,126.92795,2025-10-31,12022,11,서울특별시,경기BIS
GGB111000932,불광역3.6호선(중),37.61185,126.9288167,2025-10-31,12021,11,서울특별시,경기BIS
GGB111000933,불광역3호선.서울혁신파크(중),37.6091833,126.9309333,2025-10-31,12024,11,서울특별시,경기BIS
GGB111000934,불광역3호선.서울혁신파크(중),37.6084333,126.9318667,2025-10-31,12023,11,서울특별시,경기BIS
GGB111000935,한전서대문은평.북한산푸르지오(중),37.6065167,126.9333667,2025-10-31,12026,11,서울특별시,경기BIS
GGB111000936,한전서대문은평.북한산푸르지오(중),37.6053167,126.9344667,2025-10-31,12025,11,서울특별시,경기BIS
GGB111000937,녹번역(중),37.6028667,126.93495,2025-10-31,12028,11,서울특별시,경기BIS
GGB111000938,녹번역(중),37.6018167,126.9353,2025-10-31,12027,11,서울특별시,경기BIS
GGB111000939,수국사입구,37.6169167,126.9067,2025-10-31,12472,11,서울특별시,경기BIS
GGB111000941,신도초교.은평메디텍고등학교,37.6341,126.93045,2025-10-31,12474,11,서울특별시,경기BIS
GGB111001111,기자촌사거리,37.6341833,126.93205,2025-10-31,12479,11,서울특별시,경기BIS
GGB119000026,사육신공원,37.5134167,126.9461833,2025-10-31,20117,11,서울특별시,경기BIS
GGB119000027,사육신공원,37.51315,126.9486667,2025-10-31,20119,11,서울특별시,경기BIS
GGB119000028,노들역,37.51285,126.9508833,2025-10-31,20121,11,서울특별시,경기BIS
GGB119000029,노들역,37.51255,126.95085,2025-10-31,20122,11,서울특별시,경기BIS
GGB119000030,흑석동효사정앞,37.5112833,126.961,2025-10-31,20123,11,서울특별시,경기BIS
GGB119000031,흑석동효사정앞,37.5116167,126.9612333,2025-10-31,20124,11,서울특별시,경기BIS
GGB119000032,흑석역.흑석동빗물펌프장,37.5083667,126.9633167,2025-10-31,20125,11,서울특별시,경기BIS
GGB119000033,흑석역.명수대현대아파트,37.5075333,126.9650333,2025-10-31,20126,11,서울특별시,경기BIS
GGB119000034,흑석역.명수대현대아파트,37.5076333,126.9655833,2025-10-31,20127,11,서울특별시,경기BIS
GGB119000035,흑석동명수대현대아파트,37.5073,126.9664333,2025-10-31,20128,11,서울특별시,경기BIS
GGB119000036,비계,37.50635,126.9680167,2025-10-31,20129,11,서울특별시,경기BIS
GGB119000037,비계,37.5064833,126.9685833,2025-10-31,20130,11,서울특별시,경기BIS
GGB119000038,흑석동한강현대아파트,37.50585,126.9717333,2025-10-31,20131,11,서울특별시,경기BIS
GGB119000039,흑석동한강현대아파트,37.5055333,126.9721167,2025-10-31,20132,11,서울특별시,경기BIS
GGB119000040,동작역.국립현충원,37.5024667,126.9769167,2025-10-31,20133,11,서울특별시,경기BIS
GGB119000041,동작역.국립현충원,37.5032333,126.97665,2025-10-31,20134,11,서울특별시,경기BIS
GGB119000048,사당1동상점가,37.4768333,126.9781333,2025-10-31,20141,11,서울특별시,경기BIS
GGB119000049,엔지니어링회관,37.4761333,126.973,2025-10-31,20142,11,서울특별시,경기BIS
GGB119000050,서울공업고등학교,37.4997667,126.9223667,2025-10-31,20143,11,서울특별시,경기BIS
GGB119000052,대림초등학교,37.4996667,126.92645,2025-10-31,20145,11,서울특별시,경기BIS
GGB119000053,대림초등학교,37.4999,126.9261333,2025-10-31,20146,11,서울특별시,경기BIS
GGB119000054,성대시장,37.5000333,126.9309,2025-10-31,20147,11,서울특별시,경기BIS
GGB119000055,성대시장,37.5001667,126.9316,2025-10-31,20148,11,서울특별시,경기BIS
GGB119000056,상도초등학교입구,37.50335,126.9367667,2025-10-31,20149,11,서울특별시,경기BIS
GGB119000057,상도초등학교입구,37.5032833,126.9362333,2025-10-31,20150,11,서울특별시,경기BIS
GGB119000058,동작구청.장승배기역4번출구,37.5047167,126.9385167,2025-10-31,20151,11,서울특별시,경기BIS
GGB119000063,상도터널.노들역3번출구,37.5121667,126.9543167,2025-10-31,20156,11,서울특별시,경기BIS
GGB119000064,상도터널.노들역4번출구,37.51205,126.9537,2025-10-31,20157,11,서울특별시,경기BIS
GGB119000065,상도터널상도동,37.5044667,126.9495333,2025-10-31,20158,11,서울특별시,경기BIS
GGB119000066,상도터널상도동,37.5039,126.9495167,2025-10-31,20159,11,서울특별시,경기BIS
GGB119000067,상도역,37.5016667,126.9486167,2025-10-31,20160,11,서울특별시,경기BIS
GGB119000068,상도역,37.5012833,126.9495167,2025-10-31,20161,11,서울특별시,경기BIS
GGB119000069,상도동중앙하이츠빌.상도전통시장,37.49885,126.9511833,2025-10-31,20162,11,서울특별시,경기BIS
GGB119000070,상도동중앙하이츠빌.상도전통시장,37.4987333,126.9517667,2025-10-31,20163,11,서울특별시,경기BIS
GGB119000072,숭실대입구역,37.4962167,126.95335,2025-10-31,20165,11,서울특별시,경기BIS
GGB119000073,숭실대입구역,37.4965,126.9537333,2025-10-31,20166,11,서울특별시,경기BIS
GGB119000074,봉현초등학교,37.4917833,126.9560667,2025-10-31,20167,11,서울특별시,경기BIS
GGB119000075,봉천고개.관악현대아파트,37.4918833,126.9566,2025-10-31,20168,11,서울특별시,경기BIS
GGB119000093,신대방삼거리,37.4978167,126.9278333,2025-10-31,20186,11,서울특별시,경기BIS
GGB119000094,신대방삼거리,37.4981833,126.9282333,2025-10-31,20187,11,서울특별시,경기BIS
GGB119000095,보라매병원입구,37.4947333,126.9271833,2025-10-31,20188,11,서울특별시,경기BIS
GGB119000097,노량진초등학교앞,37.5104167,126.9400333,2025-10-31,20190,11,서울특별시,경기BIS
GGB119000098,노량진초등학교앞,37.5106,126.9403333,2025-10-31,20191,11,서울특별시,경기BIS
GGB119000099,장성교회,37.5084167,126.9399833,2025-10-31,20192,11,서울특별시,경기BIS
GGB119000100,청화병원,37.5072833,126.9400833,2025-10-31,20193,11,서울특별시,경기BIS
GGB119000101,중앙대학교,37.5078667,126.96135,2025-10-31,20194,11,서울특별시,경기BIS
GGB119000103,중앙대학교,37.5084,126.9614167,2025-10-31,20196,11,서울특별시,경기BIS
GGB119000104,동작구청.장승배기역2번출구,37.5042167,126.9391333,2025-10-31,20197,11,서울특별시,경기BIS
GGB119000105,동작구청.장승배기역,37.5043833,126.9393167,2025-10-31,20198,11,서울특별시,경기BIS
GGB119000106,상도2동아이파크.포스코더샵아파트,37.5015167,126.9408333,2025-10-31,20199,11,서울특별시,경기BIS
GGB119000107,상도2동아이파크.포스코더샵아파트,37.50125,126.94135,2025-10-31,20200,11,서울특별시,경기BIS
GGB119000108,신상도초등학교,37.4991333,126.9437167,2025-10-31,20201,11,서울특별시,경기BIS
GGB119000124,신상도초등학교,37.4994167,126.9436667,2025-10-31,20219,11,서울특별시,경기BIS
GGB119000125,상도4동약수맨션,37.4981,126.9436333,2025-10-31,20220,11,서울특별시,경기BIS
GGB119000126,경향렉스빌.롯데캐슬비엔,37.4959667,126.9429167,2025-10-31,20221,11,서울특별시,경기BIS
GGB119000127,경향렉스빌.롯데캐슬비엔,37.4960333,126.9427333,2025-10-31,20222,11,서울특별시,경기BIS
GGB119000131,상도4동약수맨션,37.498,126.94335,2025-10-31,20228,11,서울특별시,경기BIS
GGB119000134,노량진역5번출구,37.51235,126.9400167,2025-10-31,20240,11,서울특별시,경기BIS
GGB119000284,방배노인종합복지관(중),37.4804667,126.98175,2025-10-31,20020,11,서울특별시,경기BIS
GGB119000285,사당동우체국앞(중),37.4832667,126.9819,2025-10-31,20019,11,서울특별시,경기BIS
GGB119000286,총신대입구역.남성사계시장입구앞(중),37.48825,126.9822333,2025-10-31,20018,11,서울특별시,경기BIS
GGB119000287,경문고교.배나무골앞(중),37.49135,126.9825833,2025-10-31,20017,11,서울특별시,경기BIS
GGB119000288,정금마을.방배경찰서(중),37.4940833,126.9826833,2025-10-31,20016,11,서울특별시,경기BIS
GGB119000289,갯마을앞(중),37.4975,126.98335,2025-10-31,20015,11,서울특별시,경기BIS
GGB119000293,동작실버센터입구.용양봉저정,37.5131667,126.9564833,2025-10-31,20251,11,서울특별시,경기BIS
GGB119000295,대방역1번출구앞,37.5131333,126.9276833,2025-10-31,20248,11,서울특별시,경기BIS
GGB119000302,사당역9번출구앞,37.4775333,126.9814167,2025-10-31,20253,11,서울특별시,경기BIS
GGB119000314,신림역2번출구,37.4833667,126.9299167,2025-10-31,21377,11,서울특별시,경기BIS
GGB119900083,사당역10번출구,37.4785167,126.9814833,2025-10-31,20500,11,서울특별시,경기BIS
GGB119900286,흑석역,37.5092,126.96235,2025-10-31,20983,11,서울특별시,경기BIS
GGB120000001,구로디지털단지역(중),37.4841333,126.9025333,2025-10-31,21001,11,서울특별시,경기BIS
GGB120000002,서울미술고.인헌중고,37.47655,126.9655,2025-10-31,21101,11,서울특별시,경기BIS
GGB120000003,낙성대입구,37.4780333,126.9617667,2025-10-31,21102,11,서울특별시,경기BIS
GGB120000004,행운동주민센터,37.4798833,126.957,2025-10-31,21103,11,서울특별시,경기BIS
GGB120000005,서울대입구역5번출구,37.4816667,126.9510167,2025-10-31,21104,11,서울특별시,경기BIS
GGB120000006,KT관악지점,37.4820333,126.9471333,2025-10-31,21105,11,서울특별시,경기BIS
GGB120000007,봉천역.관악초등학교,37.4824667,126.9433167,2025-10-31,21106,11,서울특별시,경기BIS
GGB120000008,KT&G관악지점,37.4845,126.9373,2025-10-31,21107,11,서울특별시,경기BIS
GGB100000001,종로2가사거리(중),37.5697833,126.9877333,2025-10-31,1001,11,서울특별시,경기BIS
GGB100000002,창경궁.서울대학교병원(중),37.5792333,126.9965667,2025-10-31,1002,11,서울특별시,경기BIS
GGB100000003,명륜3가.성대입구(중),37.5827,126.9983333,2025-10-31,1003,11,서울특별시,경기BIS
GGB100000004,종로2가.삼일교(중),37.5686833,126.9875333,2025-10-31,1004,11,서울특별시,경기BIS
GGB100000005,혜화동로터리.여운형활동터(중),37.5862333,127.00175,2025-10-31,1005,11,서울특별시,경기BIS
GGB100000018,사직단.어린이도서관,37.5751333,126.9680167,2025-10-31,1113,11,서울특별시,경기BIS
GGB100000019,경복궁역1번출구,37.5761167,126.9715833,2025-10-31,1114,11,서울특별시,경기BIS
GGB100000022,경복궁,37.5756167,126.9787333,2025-10-31,1117,11,서울특별시,경기BIS
GGB100000023,광화문역2번출구.KT광화문지사,37.5724333,126.9773167,2025-10-31,1118,11,서울특별시,경기BIS
GGB100000025,광화문역6번출구,37.5700333,126.97625,2025-10-31,1120,11,서울특별시,경기BIS
GGB100000028,서울역사박물관.경교장.강북삼성병원,37.5700333,126.9713,2025-10-31,1123,11,서울특별시,경기BIS
GGB100000030,광화문역7번출구,37.5703333,126.9758333,2025-10-31,1125,11,서울특별시,경기BIS
GGB100000031,세종문화회관,37.57265,126.9763667,2025-10-31,1126,11,서울특별시,경기BIS
GGB100000032,서울경찰청.경복궁역,37.5758167,126.9714833,2025-10-31,1127,11,서울특별시,경기BIS
GGB100000033,사직단,37.5748833,126.9681833,2025-10-31,1128,11,서울특별시,경기BIS
GGB100000034,광화문역6번출구.광화문빌딩,37.5695167,126.97675,2025-10-31,1129,11,서울특별시,경기BIS
GGB100000035,덕성여중고,37.57585,126.9819667,2025-10-31,1130,11,서울특별시,경기BIS
GGB100000037,국민은행세검정지점,37.6047,126.9608833,2025-10-31,1132,11,서울특별시,경기BIS
GGB100000051,국민은행세검정지점,37.6047667,126.96125,2025-10-31,1146,11,서울특별시,경기BIS
GGB100000055,구기터널.삼성출판박물관,37.6086333,126.9562,2025-10-31,1150,11,서울특별시,경기BIS
GGB100000056,구기터널.삼성출판박물관,37.6083333,126.9564167,2025-10-31,1151,11,서울특별시,경기BIS
GGB100000057,구기동,37.607,126.9585333,2025-10-31,1152,11,서울특별시,경기BIS
GGB100000058,구기동,37.6070667,126.9590333,2025-10-31,1153,11,서울특별시,경기BIS
GGB100000060,갑을씨티텔앞,37.6044,126.9635333,2025-10-31,1155,11,서울특별시,경기BIS
GGB100000061,평창파출소,37.60535,126.9660333,2025-10-31,1156,11,서울특별시,경기BIS
GGB100000062,평창동주민센터,37.6066333,126.9695667,2025-10-31,1157,11,서울특별시,경기BIS
GGB100000063,일성아파트,37.6088,126.973,2025-10-31,1158,11,서울특별시,경기BIS
GGB100000064,롯데아파트,37.6104667,126.9764667,2025-10-31,1159,11,서울특별시,경기BIS
GGB100000065,롯데아파트,37.6100333,126.9761333,2025-10-31,1160,11,서울특별시,경기BIS
GGB100000066,벽산평창힐스아파트,37.60825,126.9728833,2025-10-31,1161,11,서울특별시,경기BIS
GGB100000067,예능교회,37.6065333,126.9700833,2025-10-31,1162,11,서울특별시,경기BIS
GGB100000068,서울예술고등학교.평창동주민센터,37.6058167,126.9676167,2025-10-31,1163,11,서울특별시,경기BIS
GGB111001112,진관공영차고지,37.6465833,126.9079333,2025-10-31,12469,11,서울특별시,경기BIS
GGB111001113,진관공영차고지,37.6465333,126.9080667,2025-10-31,12470,11,서울특별시,경기BIS
GGB111001114,MBC,37.5817,126.8909,2025-10-31,14363,11,서울특별시,경기BIS
GGB111001115,MBC,37.5819333,126.89095,2025-10-31,14362,11,서울특별시,경기BIS
GGB111001116,구파발역.롯데몰(서울도심),37.6369833,126.9186333,2025-10-31,12112,11,서울특별시,경기BIS
GGB111001117,구파발역.롯데몰(고양.파주),37.6369667,126.9185333,2025-10-31,12113,11,서울특별시,경기BIS
GGB111001122,신사동고개사거리,37.5956833,126.9103667,2025-10-31,12295,11,서울특별시,경기BIS
GGB111001123,덕산중학교.씨티아파트,37.6002,126.90455,2025-10-31,12498,11,서울특별시,경기BIS
GGB111001124,덕산중학교.두산위브아파트,37.6004333,126.9046667,2025-10-31,12499,11,서울특별시,경기BIS
GGB111001128,백련산SK뷰아이파크아파트,37.5960167,126.9192667,2025-10-31,12296,11,서울특별시,경기BIS
GGB111001130,구파발(미정차),37.6348833,126.9190667,2025-10-31,12900,11,서울특별시,경기BIS
GGB111001133,은평성모병원,37.6333667,126.9175833,2025-10-31,12451,11,서울특별시,경기BIS
GGB111001134,신사1동주민센터,37.59805,126.9113667,2025-10-31,12101,11,서울특별시,경기BIS
GGB111001135,디지털미디어시티역9번출구,37.5774833,126.89735,2025-10-31,14516,11,서울특별시,경기BIS
GGB111901125,상신초등학교입구,37.59665,126.9083667,2025-10-31,12867,11,서울특별시,경기BIS
GGB112000001,북가좌동삼거리(중),37.5755167,126.9045667,2025-10-31,13001,11,서울특별시,경기BIS
GGB112000002,북가좌동삼거리(중),37.57515,126.9051,2025-10-31,13002,11,서울특별시,경기BIS
GGB112000003,DMC래미안e.편한세상요진아파트(중),37.57175,126.9096833,2025-10-31,13003,11,서울특별시,경기BIS
GGB112000004,DMC래미안e.편한세상요진아파트(중),37.5715167,126.9102667,2025-10-31,13004,11,서울특별시,경기BIS
GGB112000005,모래내시장.가좌역(중),37.5691167,126.9151,2025-10-31,13005,11,서울특별시,경기BIS
GGB112000006,모래내시장.가좌역(중),37.56985,126.9138167,2025-10-31,13006,11,서울특별시,경기BIS
GGB112000007,사천교(중),37.5675333,126.9181833,2025-10-31,13007,11,서울특별시,경기BIS
GGB112000008,연희104고지앞.구성산회관(중),37.5663167,126.9253,2025-10-31,13008,11,서울특별시,경기BIS
GGB112000009,연희104고지앞.구성산회관(중),37.5663667,126.92575,2025-10-31,13009,11,서울특별시,경기BIS
GGB112000010,서대문우체국(중),37.56185,126.9320833,2025-10-31,13010,11,서울특별시,경기BIS
GGB112000011,서대문우체국(중),37.5625667,126.9314333,2025-10-31,13011,11,서울특별시,경기BIS
GGB112000012,연세대앞(중),37.5599667,126.9353333,2025-10-31,13012,11,서울특별시,경기BIS
GGB112000013,연세대앞(중),37.56015,126.9355333,2025-10-31,13013,11,서울특별시,경기BIS
GGB112000014,세브란스병원앞(중),37.5600333,126.9386,2025-10-31,13014,11,서울특별시,경기BIS
GGB112000015,세브란스병원앞(중),37.5601167,126.93905,2025-10-31,13015,11,서울특별시,경기BIS
GGB112000016,이대후문(중),37.5627167,126.9433333,2025-10-31,13016,11,서울특별시,경기BIS
GGB112000017,이대후문(중),37.5631,126.94365,2025-10-31,13017,11,서울특별시,경기BIS
GGB112000024,모래내시장.가좌역,37.5699,126.9140667,2025-10-31,13107,11,서울특별시,경기BIS
GGB112000026,사천교,37.5680833,126.9175667,2025-10-31,13109,11,서울특별시,경기BIS
GGB112000027,연희104고지앞.구성산회관,37.5662667,126.9240167,2025-10-31,13110,11,서울특별시,경기BIS
GGB112000028,연희104고지앞.구성산회관,37.5665333,126.9249833,2025-10-31,13111,11,서울특별시,경기BIS
GGB112000031,연세대학교앞,37.5598333,126.93535,2025-10-31,13114,11,서울특별시,경기BIS
GGB112000033,세브란스병원,37.5598833,126.9378,2025-10-31,13116,11,서울특별시,경기BIS
GGB112000036,이대부중,37.56365,126.9442167,2025-10-31,13119,11,서울특별시,경기BIS
GGB112000037,이대부고,37.5648667,126.946,2025-10-31,13120,11,서울특별시,경기BIS
GGB112000038,이대부고,37.56635,126.9464667,2025-10-31,13121,11,서울특별시,경기BIS
GGB112000051,금화초등학교.서울시교육청,37.5679333,126.9643167,2025-10-31,13134,11,서울특별시,경기BIS
GGB112000058,신촌기차역입구,37.5568333,126.9439667,2025-10-31,13141,11,서울특별시,경기BIS
GGB112000059,신촌역2호선,37.5564167,126.9404667,2025-10-31,13142,11,서울특별시,경기BIS
GGB112000061,동교동삼거리연희동방면,37.5586667,126.9274833,2025-10-31,13144,11,서울특별시,경기BIS
GGB112000062,연세로.명물거리,37.5582333,126.9370333,2025-10-31,13145,11,서울특별시,경기BIS
GGB112000063,연세로.스타광장,37.5565333,126.9367833,2025-10-31,13146,11,서울특별시,경기BIS
GGB112000064,연희동대우아파트,37.56265,126.9279333,2025-10-31,13147,11,서울특별시,경기BIS
GGB112000091,북가좌2동주민센터,37.5798,126.91145,2025-10-31,13174,11,서울특별시,경기BIS
GGB112000092,북가좌2동주민센터,37.5803,126.9114667,2025-10-31,13175,11,서울특별시,경기BIS
GGB112000093,KT가좌지사,37.5818833,126.91305,2025-10-31,13176,11,서울특별시,경기BIS
GGB112000094,KT가좌지사,37.5828167,126.9133167,2025-10-31,13177,11,서울특별시,경기BIS
GGB112000095,동도하이츠아파트,37.5847167,126.9150167,2025-10-31,13178,11,서울특별시,경기BIS
GGB112000096,동도하이츠아파트,37.5849333,126.9147667,2025-10-31,13179,11,서울특별시,경기BIS
GGB112000097,DMC.파크뷰자이,37.5729667,126.9133333,2025-10-31,13180,11,서울특별시,경기BIS
GGB112000098,삼성래미안2차아파트,37.5717667,126.9139,2025-10-31,13181,11,서울특별시,경기BIS
GGB112000099,모래내삼거리,37.57075,126.91325,2025-10-31,13182,11,서울특별시,경기BIS
GGB112000100,DMC래미안e.편한세상2.4단지,37.5767833,126.911,2025-10-31,13183,11,서울특별시,경기BIS
GGB112000101,모래내우체국.증가교회,37.57655,126.9115167,2025-10-31,13184,11,서울특별시,경기BIS
GGB112000102,북가좌삼호.DMC아이파크아파트,37.5753,126.9133167,2025-10-31,13185,11,서울특별시,경기BIS
GGB112000103,북가좌삼호.DMC아이파크아파트,37.5753667,126.9139333,2025-10-31,13186,11,서울특별시,경기BIS
GGB112000105,DMC센트레빌아파트,37.5752167,126.9152167,2025-10-31,13188,11,서울특별시,경기BIS
GGB112000106,DMC파크뷰자이.별동상가,37.5749667,126.91735,2025-10-31,13189,11,서울특별시,경기BIS
GGB112000127,신촌기차역,37.5586667,126.9426,2025-10-31,13210,11,서울특별시,경기BIS
GGB112000128,신촌기차역,37.5584167,126.9428833,2025-10-31,13211,11,서울특별시,경기BIS
GGB112000157,미동초등학교,37.5632,126.96445,2025-10-31,13240,11,서울특별시,경기BIS
GGB112000170,충정로역2호선,37.5598,126.9643,2025-10-31,13253,11,서울특별시,경기BIS
GGB112000176,현대백화점,37.5566667,126.933,2025-10-31,13259,11,서울특별시,경기BIS
GGB112000178,서대문종합사회복지관,37.571,126.92015,2025-10-31,13261,11,서울특별시,경기BIS
GGB112000181,북가좌초교사거리,37.57835,126.9103333,2025-10-31,13264,11,서울특별시,경기BIS
GGB112000187,서대문독립공원극동아파트,37.5720167,126.9595667,2025-10-31,13270,11,서울특별시,경기BIS
GGB112000392,연세로.문학의거리,37.5563667,126.9369833,2025-10-31,13324,11,서울특별시,경기BIS
GGB112000398,무악재역(중),37.5832,126.9498,2025-10-31,13031,11,서울특별시,경기BIS
GGB112000399,경찰청.동북아역사재단(중),37.5624833,126.96925,2025-10-31,13039,11,서울특별시,경기BIS
GGB112000400,무악재역(중),37.5817833,126.9506667,2025-10-31,13032,11,서울특별시,경기BIS
GGB112000401,독립문역.한성과학고(중),37.5757333,126.95645,2025-10-31,13035,11,서울특별시,경기BIS
GGB112000402,독립문역.한성과학고(중),37.5748667,126.9573167,2025-10-31,13034,11,서울특별시,경기BIS
GGB112000403,서대문역(중),37.56645,126.9659167,2025-10-31,13038,11,서울특별시,경기BIS
GGB120000010,남부초등학교,37.4834333,126.9222667,2025-10-31,21109,11,서울특별시,경기BIS
GGB120000011,호림박물관,37.48275,126.9185667,2025-10-31,21110,11,서울특별시,경기BIS
GGB120000012,난곡입구,37.4822,126.9155333,2025-10-31,21111,11,서울특별시,경기BIS
GGB120000013,관악구보훈회관.신림푸르지오,37.4814667,126.91135,2025-10-31,21112,11,서울특별시,경기BIS
GGB120000014,천주교성령봉사회관.등불교회,37.48085,126.908,2025-10-31,21113,11,서울특별시,경기BIS
GGB120000015,KT구로지사,37.4802667,126.9051167,2025-10-31,21114,11,서울특별시,경기BIS
GGB120000016,난곡입구,37.4818333,126.9155667,2025-10-31,21115,11,서울특별시,경기BIS
GGB120000017,남서울중학교.성보중고등학교,37.4827833,126.9208333,2025-10-31,21116,11,서울특별시,경기BIS
GGB120000018,신림사거리.신림역,37.4838667,126.9280833,2025-10-31,21117,11,서울특별시,경기BIS
GGB120000019,KT&G관악지점,37.4845333,126.93615,2025-10-31,21118,11,서울특별시,경기BIS
GGB120000020,봉천역.관악초등학교,37.48205,126.94325,2025-10-31,21119,11,서울특별시,경기BIS
GGB120000021,KT관악지점,37.4815167,126.9484667,2025-10-31,21120,11,서울특별시,경기BIS
GGB120000022,봉천사거리,37.48035,126.9546,2025-10-31,21121,11,서울특별시,경기BIS
GGB120000023,낙성대동,37.4791833,126.95755,2025-10-31,21122,11,서울특별시,경기BIS
GGB120000024,낙성대입구,37.4778833,126.9609,2025-10-31,21123,11,서울특별시,경기BIS
GGB120000025,인헌중고.서울미술고,37.47565,126.9666,2025-10-31,21124,11,서울특별시,경기BIS
GGB120000026,예술인마을.사당초등학교,37.4759667,126.9740333,2025-10-31,21125,11,서울특별시,경기BIS
GGB120000027,남서울농협남현동지점,37.4764167,126.9774167,2025-10-31,21126,11,서울특별시,경기BIS
GGB120000029,서울대학교,37.4669333,126.9488167,2025-10-31,21128,11,서울특별시,경기BIS
GGB120000030,서울여상.서울문영여중고앞,37.4730667,126.9532667,2025-10-31,21129,11,서울특별시,경기BIS
GGB120000031,관악구청,37.47795,126.9524667,2025-10-31,21130,11,서울특별시,경기BIS
GGB120000032,봉천사거리.봉천중앙시장,37.4829333,126.9542167,2025-10-31,21131,11,서울특별시,경기BIS
GGB120000033,봉원중학교.행운동우성아파트,37.48495,126.9559167,2025-10-31,21132,11,서울특별시,경기BIS
GGB120000034,관악푸르지오아파트,37.48775,126.9581667,2025-10-31,21133,11,서울특별시,경기BIS
GGB120000035,성현동동아아파트,37.48845,126.9577333,2025-10-31,21136,11,서울특별시,경기BIS
GGB120000036,봉원중학교.행운동우성아파트,37.4848,126.9552,2025-10-31,21137,11,서울특별시,경기BIS
GGB120000038,관악구청,37.4793333,126.9522,2025-10-31,21139,11,서울특별시,경기BIS
GGB120000039,관악경찰서.관악소방서,37.4752833,126.9525667,2025-10-31,21140,11,서울특별시,경기BIS
GGB120000040,서울여상.서울문영여중고앞,37.4730333,126.9529167,2025-10-31,21141,11,서울특별시,경기BIS
GGB120000041,신림중.삼성고.관악아트홀도서관,37.47025,126.9445333,2025-10-31,21142,11,서울특별시,경기BIS
GGB120000042,서울산업정보학교.삼성교,37.4709833,126.9411333,2025-10-31,21143,11,서울특별시,경기BIS
GGB120000043,신성초등학교,37.4710667,126.9375,2025-10-31,21144,11,서울특별시,경기BIS
GGB120000044,서울대벤처타운역1번출구,37.4732333,126.9337,2025-10-31,21145,11,서울특별시,경기BIS
GGB120000045,쑥고개입구,37.4762333,126.9375,2025-10-31,21146,11,서울특별시,경기BIS
GGB120000046,서원역1번출구.신관중학교,37.4787,126.9323833,2025-10-31,21147,11,서울특별시,경기BIS
GGB120000048,신림동별빛거리입구,37.4860333,126.9295667,2025-10-31,21149,11,서울특별시,경기BIS
GGB120000049,당곡역.보라매공원.보라매병원,37.4905333,126.92755,2025-10-31,21150,11,서울특별시,경기BIS
GGB120000050,당곡역2번출구.롯데백화점관악점,37.4901833,126.9274333,2025-10-31,21151,11,서울특별시,경기BIS
GGB120000051,신림동별빛거리입구,37.4864167,126.9291333,2025-10-31,21152,11,서울특별시,경기BIS
GGB120000052,신림사거리,37.4826167,126.9297167,2025-10-31,21153,11,서울특별시,경기BIS
GGB120000053,서원역,37.4777333,126.9329833,2025-10-31,21154,11,서울특별시,경기BIS
GGB120000054,서림동주민센터.신화단지,37.4755667,126.9363833,2025-10-31,21155,11,서울특별시,경기BIS
GGB120000055,서울대벤처타운역.삼성동시장,37.4727333,126.933,2025-10-31,21156,11,서울특별시,경기BIS
