정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
SEB111901123,상신초교후문.산새마을종점,37.5968616,126.9051264,2025-10-31,12865,11,서울특별시,서울BIS
SEB113900042,마포소방서,37.5490808,126.9326944,2025-10-31,14546,11,서울특별시,서울BIS
SEB123000376,풍납현대아파트,37.5287587,127.119361,2025-10-31,24468,11,서울특별시,서울BIS
SEB124000150,한영중고앞사거리,37.5490766,127.1556548,2025-10-31,25261,11,서울특별시,서울BIS
SEB110000081,노원고등학교,37.6613927,127.0545597,2025-10-31,11181,11,서울특별시,서울BIS
SEB113000476,웨딩타운,37.557092,126.951517,2025-10-31,14067,11,서울특별시,서울BIS
SEB107000257,508단지삼거리,37.599333,127.0055357,2025-10-31,8355,11,서울특별시,서울BIS
SEB119900140,테니스장앞,37.4981116,126.959367,2025-10-31,20848,11,서울특별시,서울BIS
SEB117000082,기아대교,37.4394878,126.9029828,2025-10-31,18168,11,서울특별시,서울BIS
SEB116900219,구로시장.남구로시장입구,37.4907661,126.883867,2025-10-31,17958,11,서울특별시,서울BIS
SEB210000362,뉴대성병원.심곡천,37.4916151,126.7845873,2025-10-31,46006,11,서울특별시,서울BIS
SEB123000200,송파구립마천청소년센터,37.491832,127.15679,2025-10-31,24290,11,서울특별시,서울BIS
SEB119900118,사거리,37.4960363,126.9367943,2025-10-31,20877,11,서울특별시,서울BIS
SEB100000367,동묘앞.서울혜화경찰서,37.5742464,127.0195527,2025-10-31,1044,11,서울특별시,서울BIS
SEB124000475,강동롯데캐슬퍼스트,37.5586,127.143034,2025-10-31,25269,11,서울특별시,서울BIS
SEB204000001,고등동행정복지센터.판교밸리자,37.4282916,127.1021019,2025-10-31,48087,11,서울특별시,서울BIS
SEB117000063,남문시장.청춘삘딩,37.4729649,126.8986308,2025-10-31,18149,11,서울특별시,서울BIS
SEB115900005,세븐일레븐강서메인점,37.5350565,126.855856,2025-10-31,16525,11,서울특별시,서울BIS
SEB118000074,삼부아파트,37.5251264,126.9301171,2025-10-31,19159,11,서울특별시,서울BIS
SEB114000219,양천중앙도서관.푸른마을2단지,37.5141912,126.8340906,2025-10-31,15323,11,서울특별시,서울BIS
SEB101000322,신라호텔,37.5583034,127.0054272,2025-10-31,2907,11,서울특별시,서울BIS
SEB113900164,사천고가앞,37.5669146,126.9174119,2025-10-31,14901,11,서울특별시,서울BIS
SEB119900111,동작하이슈퍼,37.4949423,126.9366391,2025-10-31,20886,11,서울특별시,서울BIS
SEB108000122,수송초등학교,37.636998,127.031647,2025-10-31,9210,11,서울특별시,서울BIS
SEB111900026,구산근린공원.GS편의점,37.6078265,126.9085218,2025-10-31,12615,11,서울특별시,서울BIS
SEB122000353,도곡교회.인바디빌딩.건너,37.474276,127.055993,2025-10-31,23470,11,서울특별시,서울BIS
SEB105000089,고려대학교앞,37.588138,127.03468,2025-10-31,6175,11,서울특별시,서울BIS
SEB110000365,청구빌라.연촌초등학교,37.635092,127.071477,2025-10-31,11466,11,서울특별시,서울BIS
SEB103900124,논골.e편한세상금호114동,37.5551916,127.0246041,2025-10-31,4591,11,서울특별시,서울BIS
SEB123000629,송파레미니스아파트,37.5082386,127.1371835,2025-10-31,24913,11,서울특별시,서울BIS
SEB222001851,덕릉터널입구,37.6794259,127.111655,2025-10-31,49663,11,서울특별시,서울BIS
SEB110000137,상계5동주민센터,37.6628644,127.0691876,2025-10-31,11237,11,서울특별시,서울BIS
SEB124000215,강일리버파크1단지.3단지,37.567036,127.173301,2025-10-31,25336,11,서울특별시,서울BIS
SEB119900230,현대아파트,37.512343,126.931932,2025-10-31,20934,11,서울특별시,서울BIS
SEB115000101,강서문화원.강서K병원,37.5374398,126.8368737,2025-10-31,16198,11,서울특별시,서울BIS
SEB208000087,안양센트럴헤센.KCC스위첸,37.3897597,126.9287034,2025-10-31,57033,11,서울특별시,서울BIS
SEB117000061,독산고개,37.476441,126.898921,2025-10-31,18147,11,서울특별시,서울BIS
SEB118900045,영신고등학교,37.4975925,126.9083813,2025-10-31,19568,11,서울특별시,서울BIS
SEB124000117,조은마디병원,37.534147,127.1339143,2025-10-31,25226,11,서울특별시,서울BIS
SEB118000078,당산동진로아파트,37.5210022,126.8969911,2025-10-31,19163,11,서울특별시,서울BIS
SEB121000263,방배동래미안타워.동덕여중고,37.474758,126.990623,2025-10-31,22340,11,서울특별시,서울BIS
SEB116900202,개봉교입구,37.4859598,126.8561471,2025-10-31,17730,11,서울특별시,서울BIS
SEB108000065,번동사거리,37.635633,127.03451,2025-10-31,9153,11,서울특별시,서울BIS
SEB113900290,공덕역10번출구,37.54185,126.953092,2025-10-31,14617,11,서울특별시,서울BIS
SEB108900045,빨래골입구,37.6265516,127.0123647,2025-10-31,9830,11,서울특별시,서울BIS
SEB119000029,노들역,37.512565,126.951007,2025-10-31,20122,11,서울특별시,서울BIS
SEB107900124,고려대안암학사,37.591162,127.030334,2025-10-31,8973,11,서울특별시,서울BIS
SEB115000002,염창역.서울도시가스,37.5469638,126.8750052,2025-10-31,16002,11,서울특별시,서울BIS
SEB124000467,상일2동주민센터.고덕어반브릿지,37.5560066,127.179417,2025-10-31,25382,11,서울특별시,서울BIS
SEB110000057,원자력병원공릉동삼익2차아파트,37.6260432,127.0797928,2025-10-31,11157,11,서울특별시,서울BIS
SEB100000360,창경궁.고궁호텔.메이플레이스호텔,37.5765581,126.9974492,2025-10-31,1733,11,서울특별시,서울BIS
SEB118000606,도림천역2번출구,37.5145732,126.883116,2025-10-31,17835,11,서울특별시,서울BIS
SEB100900121,종로2가.탑골공원,37.5705713,126.9875484,2025-10-31,1596,11,서울특별시,서울BIS
SEB117000122,국민연금공단구로금천지사앞,37.480692,126.884015,2025-10-31,18208,11,서울특별시,서울BIS
SEB116900218,동아1차아파트102동,37.510818,126.884131,2025-10-31,17949,11,서울특별시,서울BIS
SEB107000226,삼덕단지.성북구최만린미술관,37.6103867,127.0050597,2025-10-31,8322,11,서울특별시,서울BIS
SEB103000081,성동구민종합체육센터,37.546493,127.044533,2025-10-31,4180,11,서울특별시,서울BIS
SEB222001499,별가람중학교.별내리슈빌,37.6598891,127.1210517,2025-10-31,49460,11,서울특별시,서울BIS
SEB111000133,갈현1동주민센터,37.6239675,126.916924,2025-10-31,12221,11,서울특별시,서울BIS
SEB104000256,광진구의회,37.538333,127.070083,2025-10-31,5695,11,서울특별시,서울BIS
SEB108900092,한양아파트입구.삼덕상운,37.6279896,127.0409777,2025-10-31,9717,11,서울특별시,서울BIS
SEB118900080,당산효성.현대5차아파트,37.5301733,126.9009081,2025-10-31,19697,11,서울특별시,서울BIS
SEB117900013,홈플러스.문일중고입구,37.4509297,126.8996929,2025-10-31,18815,11,서울특별시,서울BIS
SEB105000040,경희중고,37.592923,127.057747,2025-10-31,6124,11,서울특별시,서울BIS
SEB107900173,태광빌라,37.6122087,127.0439311,2025-10-31,8960,11,서울특별시,서울BIS
SEB113000396,월드컵경기장입구,37.5628235,126.9029578,2025-10-31,14816,11,서울특별시,서울BIS
SEB115000045,우장초등학교,37.5503532,126.8481814,2025-10-31,16141,11,서울특별시,서울BIS
SEB107900056,두산아파트후문,37.6059628,127.0402905,2025-10-31,8543,11,서울특별시,서울BIS
SEB109000023,도봉동한신아파트,37.682614,127.0456109,2025-10-31,10103,11,서울특별시,서울BIS
SEB123000036,잠실나루역,37.5188856,127.1058907,2025-10-31,24125,11,서울특별시,서울BIS
SEB124000464,강동리엔파크13.14단지,37.55126,127.181663,2025-10-31,25386,11,서울특별시,서울BIS
SEB109900154,부대앞,37.67802,127.0390076,2025-10-31,10778,11,서울특별시,서울BIS
SEB114000170,신서고등학교.영상고등학교입구,37.5253957,126.8599725,2025-10-31,15273,11,서울특별시,서울BIS
SEB119900260,극동아파트112동,37.488596,126.976344,2025-10-31,20532,11,서울특별시,서울BIS
SEB121000222,AT센터.양재꽃시장,37.468707,127.039655,2025-10-31,22298,11,서울특별시,서울BIS
SEB221000244,한양대구리병원.새마을금고(중),37.6006193,127.1331886,2025-10-31,39029,11,서울특별시,서울BIS
SEB119900300,수도여고.남부수도사업소,37.4935547,126.9152513,2025-10-31,20973,11,서울특별시,서울BIS
SEB113000206,월드메르디앙아파트,37.5448091,126.9242909,2025-10-31,14309,11,서울특별시,서울BIS
SEB109000062,창동동아아파트,37.651933,127.051465,2025-10-31,10147,11,서울특별시,서울BIS
SEB116900227,마젤란아파트.예인학원앞,37.5044112,126.8633574,2025-10-31,17617,11,서울특별시,서울BIS
SEB110000107,홍파복지원.수락산벨리체아파트,37.680261,127.055504,2025-10-31,11207,11,서울특별시,서울BIS
SEB116900234,큰굴다리,37.4993066,126.847276,2025-10-31,17713,11,서울특별시,서울BIS
SEB119000104,동작구청.장승배기역2번출구,37.5041718,126.9391355,2025-10-31,20197,11,서울특별시,서울BIS
SEB116000044,퀸즈빌,37.487314,126.832802,2025-10-31,17130,11,서울특별시,서울BIS
SEB121900302,양재동화물터미널,37.460125,127.036776,2025-10-31,22097,11,서울특별시,서울BIS
SEB121900130,뱅뱅사거리,37.4892316,127.0303045,2025-10-31,22887,11,서울특별시,서울BIS
SEB111000197,북한산대창센시티아파트,37.6238488,126.9296816,2025-10-31,12287,11,서울특별시,서울BIS
SEB109000111,방학사거리,37.66298,127.040387,2025-10-31,10196,11,서울특별시,서울BIS
SEB120900195,조원경로당,37.4835391,126.9082699,2025-10-31,21732,11,서울특별시,서울BIS
SEB108000050,수유동삼양탕앞,37.63408,127.015551,2025-10-31,9138,11,서울특별시,서울BIS
SEB103900007,두산아파트113동,37.5505884,127.0160757,2025-10-31,4756,11,서울특별시,서울BIS
SEB107000166,정릉동풍림상가앞,37.616763,127.008189,2025-10-31,8261,11,서울특별시,서울BIS
SEB104900036,성안약국,37.55321,127.0932969,2025-10-31,5545,11,서울특별시,서울BIS
SEB123000642,한성백제박물관,37.5154188,127.119601,2025-10-31,24902,11,서울특별시,서울BIS
SEB115000307,마곡수명산파크7단지,37.549322,126.822762,2025-10-31,16421,11,서울특별시,서울BIS
SEB107000262,교수단지,37.599665,127.009284,2025-10-31,8360,11,서울특별시,서울BIS
SEB122000279,상록수아파트앞,37.4828046,127.0821222,2025-10-31,23383,11,서울특별시,서울BIS
SEB105900022,동아아파트,37.5742471,127.0455832,2025-10-31,6515,11,서울특별시,서울BIS
SEB107000122,석관시장,37.609002,127.059062,2025-10-31,8212,11,서울특별시,서울BIS
SEB119000294,노들역4번출구앞,37.5124572,126.9533594,2025-10-31,20250,11,서울특별시,서울BIS
SEB117900134,구민문화체육센터,37.4701485,126.9068154,2025-10-31,18850,11,서울특별시,서울BIS
SEB204000062,고등동행정복지센터.판교밸리자,37.4282351,127.1017255,2025-10-31,48089,11,서울특별시,서울BIS
SEB110900040,건민약국앞,37.6252418,127.0718695,2025-10-31,11886,11,서울특별시,서울BIS
SEB123000195,마천1동주민센터,37.4957103,127.1498825,2025-10-31,24285,11,서울특별시,서울BIS
SEB112900109,삼성그린빌,37.5869709,126.932675,2025-10-31,13524,11,서울특별시,서울BIS
SEB118000145,대신시장,37.512068,126.916298,2025-10-31,19230,11,서울특별시,서울BIS
SEB103900043,한신아파트,37.5507538,127.0192957,2025-10-31,4557,11,서울특별시,서울BIS
SEB103900219,서울숲푸르지오아파트,37.545015,127.023747,2025-10-31,4848,11,서울특별시,서울BIS
SEB219000183,상탄초교,37.6950812,126.7673372,2025-10-31,36058,11,서울특별시,서울BIS
SEB112000072,서대문자연사박물관입구,37.575229,126.935243,2025-10-31,13155,11,서울특별시,서울BIS
SEB107900251,스카이프라자앞.111동앞,37.594511,127.0104116,2025-10-31,8986,11,서울특별시,서울BIS
SEB105900015,시립대입구,37.5838521,127.0534663,2025-10-31,6537,11,서울특별시,서울BIS
SEB108900096,미아역6번출구,37.6260467,127.0253321,2025-10-31,9631,11,서울특별시,서울BIS
SEB123000061,영동일고.트리지움동문앞,37.509037,127.091732,2025-10-31,24150,11,서울특별시,서울BIS
SEB115000211,공항중학교.마곡엠밸리9단지,37.562076,126.816722,2025-10-31,16308,11,서울특별시,서울BIS
SEB110000098,노일초등학교,37.6735135,127.055256,2025-10-31,11198,11,서울특별시,서울BIS
SEB124000484,올림픽파크포레온121동앞,37.524908,127.140955,2025-10-31,25276,11,서울특별시,서울BIS
SEB206000552,성남시운중도서관,37.3900433,127.0757981,2025-10-31,7553,11,서울특별시,서울BIS
SEB110000377,구묵동교,37.6183307,127.0786053,2025-10-31,11478,11,서울특별시,서울BIS
SEB114000128,목동아파트11단지(1117동),37.507307,126.859905,2025-10-31,15231,11,서울특별시,서울BIS
SEB122000357,수도공고앞,37.487234,127.061926,2025-10-31,23474,11,서울특별시,서울BIS
SEB120000165,관악산휴먼시아아파트1단지입구,37.460993,126.92163,2025-10-31,21267,11,서울특별시,서울BIS
SEB105000561,천장산로33,37.598865,127.057872,2025-10-31,6512,11,서울특별시,서울BIS
SEB219000145,명문자동차학원,37.6941365,126.7753628,2025-10-31,36076,11,서울특별시,서울BIS
SEB106000096,용마공원입구,37.594253,127.099292,2025-10-31,7190,11,서울특별시,서울BIS
SEB113000007,마포경찰서,37.5501999,126.9552123,2025-10-31,14007,11,서울특별시,서울BIS
SEB110000002,공릉시장,37.623116,127.0736211,2025-10-31,11102,11,서울특별시,서울BIS
SEB105900005,동대부고.은석초교앞,37.57926,127.073669,2025-10-31,6572,11,서울특별시,서울BIS
SEB112000095,동도하이츠아파트,37.584677,126.9150178,2025-10-31,13178,11,서울특별시,서울BIS
SEB114000018,신목동역1번출구,37.543922,126.8820689,2025-10-31,15118,11,서울특별시,서울BIS
SEB101000151,신당동대우푸르지오.금호여중,37.557805,127.019292,2025-10-31,2256,11,서울특별시,서울BIS
SEB109000180,창동역동측(노원방면),37.6536576,127.050172,2025-10-31,10266,11,서울특별시,서울BIS
SEB108900260,대성빌라정문,37.6248255,127.0301941,2025-10-31,9947,11,서울특별시,서울BIS
SEB122000384,영동고등학교.현대아파트,37.5213549,127.03953,2025-10-31,23507,11,서울특별시,서울BIS
SEB118000543,롯데마트맥스영등포점,37.5280663,126.9038729,2025-10-31,19451,11,서울특별시,서울BIS
SEB120000059,사당역4번출구,37.4755408,126.981359,2025-10-31,21161,11,서울특별시,서울BIS
SEB218000556,원흥도래울마을,37.6364993,126.8712732,2025-10-31,35051,11,서울특별시,서울BIS
SEB106000127,동서그랜드맨션,37.586112,127.077953,2025-10-31,7222,11,서울특별시,서울BIS
SEB119000007,현대아파트,37.513174,126.931437,2025-10-31,20007,11,서울특별시,서울BIS
SEB102900008,용암한신아파트,37.542602,126.987563,2025-10-31,3506,11,서울특별시,서울BIS
SEB121001329,서리풀문화광장,37.491003,127.005496,2025-10-31,22608,11,서울특별시,서울BIS
SEB101000121,청계4가.배오개다리,37.5684843,126.9971755,2025-10-31,2226,11,서울특별시,서울BIS
SEB104900035,지영슈퍼,37.5518187,127.0921939,2025-10-31,5549,11,서울특별시,서울BIS
SEB113900166,서교푸르지오아파트,37.55391,126.923179,2025-10-31,14906,11,서울특별시,서울BIS
SEB100900095,보현산신각,37.6134825,126.965779,2025-10-31,1567,11,서울특별시,서울BIS
SEB111000323,대림에코빌,37.5850429,126.9188763,2025-10-31,12418,11,서울특별시,서울BIS
SEB118000335,두산위브진주아파트,37.5164206,126.8853095,2025-10-31,19427,11,서울특별시,서울BIS
SEB121000160,대우효령아파트,37.4802035,126.993366,2025-10-31,22236,11,서울특별시,서울BIS
SEB114000201,정랑고개.양천벤처타운,37.5116613,126.8498548,2025-10-31,15305,11,서울특별시,서울BIS
SEB112900236,홍은유원아파트입구,37.597227,126.945185,2025-10-31,13945,11,서울특별시,서울BIS
SEB124000457,강동리버스트7.6단지,37.570644,127.172133,2025-10-31,25375,11,서울특별시,서울BIS
SEB111900092,라이프씨티후문.광성교회,37.6019571,126.9065369,2025-10-31,12516,11,서울특별시,서울BIS
SEB110900090,월계472교,37.6157506,127.0607955,2025-10-31,11869,11,서울특별시,서울BIS
SEB107900067,정수초교,37.6041816,127.0087719,2025-10-31,8563,11,서울특별시,서울BIS
SEB103900068,금호어린이집,37.556734,127.01862,2025-10-31,4522,11,서울특별시,서울BIS
SEB110000129,노원롯데캐슬시그니처아파트,37.664861,127.07712,2025-10-31,11229,11,서울특별시,서울BIS
SEB118000336,현대3차아파트,37.516298,126.884898,2025-10-31,19428,11,서울특별시,서울BIS
SEB115000006,등촌중학교.백석초등학교,37.552903,126.86068,2025-10-31,16006,11,서울특별시,서울BIS
SEB115000029,마곡우촌아파트,37.5700234,126.8114748,2025-10-31,16125,11,서울특별시,서울BIS
SEB107900354,꿈의숲대명루첸아파트,37.619748,127.048003,2025-10-31,8792,11,서울특별시,서울BIS
SEB118000149,성락교회,37.504583,126.902587,2025-10-31,19234,11,서울특별시,서울BIS
SEB118000116,서울지방노동위원회.대림아파트,37.5168588,126.8892688,2025-10-31,19201,11,서울특별시,서울BIS
SEB117900192,한울중학교앞,37.462329,126.907784,2025-10-31,18972,11,서울특별시,서울BIS
SEB107000105,석관중고등학교앞,37.6092611,127.0640251,2025-10-31,8195,11,서울특별시,서울BIS
SEB100000391,종로3가.탑골공원,37.5703605,126.9899877,2025-10-31,1016,11,서울특별시,서울BIS
SEB123000685,성내천공원,37.50072,127.147632,2025-10-31,24304,11,서울특별시,서울BIS
SEB101000029,숭례문.남대문시장8번출입구,37.5588723,126.9759976,2025-10-31,2124,11,서울특별시,서울BIS
SEB111000213,서부경찰서후문,37.6024326,126.9223367,2025-10-31,12303,11,서울특별시,서울BIS
SEB118900107,신길한성아파트,37.5041513,126.9199106,2025-10-31,19871,11,서울특별시,서울BIS
SEB123000269,가동초등학교,37.497543,127.128657,2025-10-31,24360,11,서울특별시,서울BIS
SEB104900025,래미안구의파크스위트사거리,37.5440489,127.0906,2025-10-31,5565,11,서울특별시,서울BIS
SEB112900120,유진상가,37.59166,126.9426778,2025-10-31,13858,11,서울특별시,서울BIS
SEB100900164,월암공원,37.571226,126.964693,2025-10-31,1831,11,서울특별시,서울BIS
SEB108000008,미아역.신일중고,37.6243092,127.0270667,2025-10-31,9008,11,서울특별시,서울BIS
SEB110000694,7단지영업소,37.6596419,127.064107,2025-10-31,11504,11,서울특별시,서울BIS
SEB123000079,송파구민회관.구의회,37.5027059,127.0947575,2025-10-31,24168,11,서울특별시,서울BIS
SEB121000520,서초아트자이아파트,37.4851556,127.0111869,2025-10-31,22812,11,서울특별시,서울BIS
SEB124000144,고덕숲아이파크,37.5504539,127.1647425,2025-10-31,25255,11,서울특별시,서울BIS
SEB123000186,거여역5번출구,37.492903,127.145677,2025-10-31,24276,11,서울특별시,서울BIS
SEB108000150,동문굿모닝힐,37.6237403,127.0374543,2025-10-31,9238,11,서울특별시,서울BIS
SEB120000673,청림동현대아파트입구,37.491076,126.957416,2025-10-31,21379,11,서울특별시,서울BIS
SEB109000411,방학중학교,37.6666528,127.0325922,2025-10-31,10808,11,서울특별시,서울BIS
SEB206000226,성남아트센터.태원고교,37.4016265,127.1286631,2025-10-31,47073,11,서울특별시,서울BIS
SEB113900311,창전어린이공원,37.5502453,126.9293288,2025-10-31,14805,11,서울특별시,서울BIS
SEB111901141,응암초등학교,37.589164,126.921364,2025-10-31,12883,11,서울특별시,서울BIS
SEB101000103,퇴계로5가.충무초등학교,37.5623804,126.999966,2025-10-31,2207,11,서울특별시,서울BIS
SEB122000247,경기여고,37.48653,127.067244,2025-10-31,23351,11,서울특별시,서울BIS
SEB119000123,서울특별시.보라매병원,37.492755,126.924482,2025-10-31,20217,11,서울특별시,서울BIS
SEB118000163,신길주유소,37.4984011,126.9083965,2025-10-31,19248,11,서울특별시,서울BIS
SEB120900095,서울융합과학교육원,37.4687224,126.9579991,2025-10-31,21689,11,서울특별시,서울BIS
SEB118000333,대림119안전센터,37.4974634,126.9032579,2025-10-31,19425,11,서울특별시,서울BIS
SEB118000021,영등포로터리,37.519063,126.909852,2025-10-31,19106,11,서울특별시,서울BIS
SEB107900024,정수초교,37.604372,127.008832,2025-10-31,8503,11,서울특별시,서울BIS
SEB115000121,발산역.우장산힐스테이트,37.5567655,126.8374835,2025-10-31,16218,11,서울특별시,서울BIS
SEB102000240,순천향병원입구,37.5326945,127.0069961,2025-10-31,3334,11,서울특별시,서울BIS
SEB213000110,소하성당,37.441423,126.8792997,2025-10-31,38199,11,서울특별시,서울BIS
SEB116900189,푸른수목원후문,37.484203,126.822527,2025-10-31,17746,11,서울특별시,서울BIS
SEB118000113,문래중학교,37.5197635,126.8847214,2025-10-31,19198,11,서울특별시,서울BIS
SEB103000029,한양대앞,37.558525,127.040647,2025-10-31,4128,11,서울특별시,서울BIS
SEB119900265,주공아파트.남도학숙,37.5087023,126.9289889,2025-10-31,20590,11,서울특별시,서울BIS
SEB218000589,현천동일신농장,37.5850626,126.856434,2025-10-31,35658,11,서울특별시,서울BIS
SEB112900219,소공원,37.5863364,126.9325182,2025-10-31,13511,11,서울특별시,서울BIS
SEB109900014,삼환.동아에코빌아파트,37.680557,127.0475733,2025-10-31,10818,11,서울특별시,서울BIS
SEB161000535,인천공항1층입국장,37.4491422,126.4530635,2025-10-31,92604,11,서울특별시,서울BIS
SEB121000172,한국제약바이오협회,37.482269,127.002689,2025-10-31,22248,11,서울특별시,서울BIS
SEB110900066,중현초등학교,37.6329598,127.0669924,2025-10-31,11597,11,서울특별시,서울BIS
SEB103900071,신동아아파트후문,37.5548946,127.0326936,2025-10-31,4531,11,서울특별시,서울BIS
SEB109000096,방학중학교정문,37.666548,127.034145,2025-10-31,10181,11,서울특별시,서울BIS
SEB119000080,사당5치안센터,37.4890277,126.9656493,2025-10-31,20173,11,서울특별시,서울BIS
SEB121000305,방배초등학교,37.4857402,126.9864538,2025-10-31,22386,11,서울특별시,서울BIS
SEB120000669,신림2교,37.477526,126.93678,2025-10-31,21375,11,서울특별시,서울BIS
SEB102000232,문배동이안아파트앞,37.5388699,126.9710604,2025-10-31,3326,11,서울특별시,서울BIS
SEB205000111,단대동행정복지센터.성남만남지,37.4476946,127.1585306,2025-10-31,49040,11,서울특별시,서울BIS
SEB101000010,손기정체육공원입구,37.5544459,126.9662339,2025-10-31,2102,11,서울특별시,서울BIS
SEB115000106,신월초등학교,37.5386348,126.8389691,2025-10-31,16203,11,서울특별시,서울BIS
SEB108900053,방천시장입구,37.6109552,127.0334019,2025-10-31,9818,11,서울특별시,서울BIS
SEB121900103,반포래미안아이파크아파트,37.5003518,127.0120274,2025-10-31,22555,11,서울특별시,서울BIS
SEB226000086,교동,37.3360489,126.9643129,2025-10-31,60120,11,서울특별시,서울BIS
SEB119900213,동아아파트,37.4963534,126.9401507,2025-10-31,20955,11,서울특별시,서울BIS
SEB115000945,다운어린이공원.화곡동교회,37.5325644,126.8437952,2025-10-31,16201,11,서울특별시,서울BIS
SEB118900091,영등포구청.우리은행,37.5254398,126.8966953,2025-10-31,19729,11,서울특별시,서울BIS
SEB123000256,가락현대5차아파트,37.500158,127.130629,2025-10-31,24347,11,서울특별시,서울BIS
SEB101000057,을지로입구.로얄호텔,37.5658757,126.9853902,2025-10-31,2156,11,서울특별시,서울BIS
SEB113000417,신촌오거리.2호선신촌역,37.555731,126.938693,2025-10-31,13023,11,서울특별시,서울BIS
SEB117000062,독산사거리.한국전력구로금천지사,37.472075,126.898103,2025-10-31,18148,11,서울특별시,서울BIS
SEB121900096,반포미도아파트앞,37.5018431,127.0116067,2025-10-31,22546,11,서울특별시,서울BIS
SEB111001136,DMC파인시티자이,37.583379,126.896608,2025-10-31,12325,11,서울특별시,서울BIS
SEB106900017,마을금고,37.5996788,127.0804464,2025-10-31,7504,11,서울특별시,서울BIS
SEB110900042,월계1동주민센터,37.6193859,127.0635603,2025-10-31,11884,11,서울특별시,서울BIS
SEB116900024,오류중학교,37.5064984,126.8452626,2025-10-31,17583,11,서울특별시,서울BIS
SEB222001915,효성해링턴코트.별내커뮤니티센,37.655183,127.1249291,2025-10-31,42445,11,서울특별시,서울BIS
SEB119900311,효주파크빌,37.50279,126.926694,2025-10-31,20495,11,서울특별시,서울BIS
SEB115000923,마곡동로사거리,37.559073,126.83399,2025-10-31,16021,11,서울특별시,서울BIS
SEB124900085,천호역5번출구,37.5377527,127.1270531,2025-10-31,25570,11,서울특별시,서울BIS
SEB210000602,동곡초등학교,37.4895023,126.8178901,2025-10-31,11122,11,서울특별시,서울BIS
SEB107000031,정릉길음시장,37.602215,127.019326,2025-10-31,8121,11,서울특별시,서울BIS
SEB115000140,가양5단지아파트,37.564242,126.85513,2025-10-31,16237,11,서울특별시,서울BIS
SEB123000015,장지역.가든파이브,37.4790395,127.1261442,2025-10-31,24015,11,서울특별시,서울BIS
SEB105000203,제기동한신아파트,37.5866381,127.037361,2025-10-31,6289,11,서울특별시,서울BIS
SEB110000223,녹천초등학교.월계이마트,37.628387,127.064038,2025-10-31,11324,11,서울특별시,서울BIS
SEB117000089,경남아파트,37.4536154,126.9062606,2025-10-31,18175,11,서울특별시,서울BIS
SEB111000142,백화사,37.6535509,126.9389594,2025-10-31,12231,11,서울특별시,서울BIS
SEB210000099,팰리스카운티.부천서초교입구,37.488301,126.7667411,2025-10-31,46051,11,서울특별시,서울BIS
SEB122000254,개포6단지앞,37.489962,127.07042,2025-10-31,23358,11,서울특별시,서울BIS
SEB116000164,제중요양병원,37.5036149,126.8866148,2025-10-31,17258,11,서울특별시,서울BIS
SEB120000094,중앙동성당앞,37.485802,126.954663,2025-10-31,21196,11,서울특별시,서울BIS
SEB103000005,상왕십리역,37.5646936,127.0286812,2025-10-31,4102,11,서울특별시,서울BIS
SEB122900096,강남데시앙포레정문,37.481418,127.089059,2025-10-31,23963,11,서울특별시,서울BIS
SEB101900026,아현실버복지관,37.5576412,126.9602156,2025-10-31,14540,11,서울특별시,서울BIS
SEB107900077,고려슈퍼,37.5986406,127.0277679,2025-10-31,8466,11,서울특별시,서울BIS
SEB121900120,이수역4번출구,37.4855775,126.9828785,2025-10-31,22576,11,서울특별시,서울BIS
SEB118000234,현대3차성원아파트,37.504293,126.896617,2025-10-31,19325,11,서울특별시,서울BIS
SEB121001344,매헌시민의숲,37.470364,127.03875,2025-10-31,22046,11,서울특별시,서울BIS
SEB120900155,3단지종합상가,37.4632446,126.92665,2025-10-31,21885,11,서울특별시,서울BIS
SEB116000121,덕의초등학교,37.5063377,126.8594403,2025-10-31,17211,11,서울특별시,서울BIS
SEB110000091,상계주공9단지,37.6645767,127.0587961,2025-10-31,11191,11,서울특별시,서울BIS
SEB111000322,서울중앙교회앞,37.585237,126.9181435,2025-10-31,12417,11,서울특별시,서울BIS
SEB114000405,신정이펜하우스2단지,37.514504,126.830539,2025-10-31,15416,11,서울특별시,서울BIS
SEB102900005,남산교회입구,37.5446713,126.9866471,2025-10-31,3513,11,서울특별시,서울BIS
SEB123000668,북위례입구,37.488952,127.156522,2025-10-31,24383,11,서울특별시,서울BIS
SEB111000358,아이파크714동앞,37.644767,126.926202,2025-10-31,12453,11,서울특별시,서울BIS
SEB110000324,하계미성아파트.을지병원,37.6365847,127.0694328,2025-10-31,11425,11,서울특별시,서울BIS
SEB118000082,현대아파트,37.5230559,126.8961601,2025-10-31,19167,11,서울특별시,서울BIS
SEB124900048,브라운스톤,37.5488715,127.1301481,2025-10-31,25675,11,서울특별시,서울BIS
SEB112000373,연희삼거리,37.5695126,126.9332681,2025-10-31,13774,11,서울특별시,서울BIS
SEB210000044,경기국제통상고.포도마을뉴서울.,37.5011603,126.7626066,2025-10-31,11126,11,서울특별시,서울BIS
SEB116900084,보람아파트,37.4862853,126.8968737,2025-10-31,17503,11,서울특별시,서울BIS
SEB219000301,일산시장,37.6844696,126.7699426,2025-10-31,36082,11,서울특별시,서울BIS
